,Timestamp,Primary 10-meter Scalar Wind Speed (m/s),Primary 10-meter Scalar Wind Direction (degrees),Primary 10-meter Wind Direction Standard Deviation (degrees),Primary 10-meter Vertical Wind Speed (m/s),Primary 10-meter Vertical Wind Speed Standard Deviation(m/s),Primary 2 m Temperature (C),Primary 10 m Temperature (C),Primary 10-2 m Temperature Difference (C),Primary Relative Humidity (%),Primary Total Solar Radiation,Primary Barometric Pressure (mb)
0,2018-04-01 01:00:00,12.22,284.7,4.016,2.013 IF,0.398 IF,-9.55,-9.54,0.013,91.0,-0.041,768.5
1,2018-04-01 02:00:00,11.95,284.7,3.084,1.979 IF,0.407 IF,-10.85,-10.78,0.069,90.2,0.02,769.4
2,2018-04-01 03:00:00,11.0,282.6,2.956,1.803 IF,0.356 IF,-11.33,-11.26,0.07,89.9,0.016,770.2
3,2018-04-01 04:00:00,11.16,283.2,3.29,1.847 IF,0.398 IF,-12.3,-12.14,0.156,89.3,0.01,771.0
4,2018-04-01 05:00:00,10.47,280.6,3.096,1.683 IF,0.365 IF,-12.96,-12.79,0.177,88.8,0.012,771.8
5,2018-04-01 06:00:00,10.41,277.9,2.834,1.673 IF,0.382 IF,-13.19,-13.19,-0.001,88.5,0.009,772.5
6,2018-04-01 07:00:00,11.45,278.5,3.005,1.912 IF,0.405 IF,-13.15,-13.21,-0.063,88.3,0.508,773.2
7,2018-04-01 08:00:00,11.86,281.2,2.598,1.98 IF,0.378 IF,-13.69,-13.8,-0.111,87.8,12.32,773.8
8,2018-04-01 09:00:00,10.75,280.0,2.655,1.77 IF,0.33 IF,-14.38,-14.57,-0.188,86.4,90.5,774.5
9,2018-04-01 10:00:00,10.9,278.0,2.775,1.778 IF,0.369 IF,-14.8,-15.36,-0.559,83.5,242.7,775.1
10,2018-04-01 11:00:00,9.99,277.8,2.705,1.617 IF,0.335 IF,-14.85,-15.61,-0.763,80.7,380.6,775.9
11,2018-04-01 12:00:00,9.01,277.6,2.545,1.387 IF,0.293 IF,-14.93,-15.52,-0.583,78.57,472.5,776.5
12,2018-04-01 13:00:00,9.61,276.6,2.655,1.521 IF,0.314 IF,-15.02,-15.1,-0.086,78.37,524.2,777.0
13,2018-04-01 14:00:00,9.35,277.9,2.842,1.489 IF,0.312 IF,-15.21,-14.89,0.322,80.1,545.9,777.6
14,2018-04-01 15:00:00,9.2,282.6,2.89,1.493 IF,0.275 IF,-15.26,-14.82,0.443,80.7,545.8,778.0
15,2018-04-01 16:00:00,8.29,283.9,2.967,1.349 IF,0.259 IF,-15.16,-14.81,0.346,81.0,508.3,778.3
16,2018-04-01 17:00:00,6.495,274.0,4.614,0.986 IF,0.23 IF,-14.98,-14.44,0.538,80.1,448.5,778.7
17,2018-04-01 18:00:00,5.904,265.3,5.788,0.828 IF,0.217 IF,-15.02,-14.65,0.373,79.77,367.1,778.9
18,2018-04-01 19:00:00,6.204,258.3,4.859,0.797 IF,0.183 IF,-15.24,-15.29,-0.053,80.1,267.7,779.1
19,2018-04-01 20:00:00,5.489,252.2,5.912,0.644 IF,0.165 IF,-16.09,-16.18,-0.09,81.0,152.4,779.2
20,2018-04-01 21:00:00,5.792,246.7,6.132,0.636 IF,0.124 IF,-17.81,-17.13,0.686,82.3,52.68,779.2
21,2018-04-01 22:00:00,5.297,246.5,8.58,0.535 IF,0.161 IF,-19.45,-18.11,1.341,84.1,5.856,779.1
22,2018-04-01 23:00:00,5.361,234.7,7.102,0.444 IF,0.185 IF,-20.32,-19.04,1.283,84.4,0.208,779.1
23,2018-04-02 00:00:00,4.694,242.6,6.103,0.455 IF,0.155 IF,-20.41,-18.82,1.592,84.8,0.122,778.9
24,2018-04-02 01:00:00,3.863,239.5,9.43,0.375 IF,0.152 IF,-20.96,-19.19,1.774,84.2,0.158,778.8
25,2018-04-02 02:00:00,2.748,238.5,15.7,0.245 IF,0.133 IF,-20.92,-19.36,1.554,84.4,0.16,778.6
26,2018-04-02 03:00:00,1.802,259.6,12.56,0.17 IF,0.115 IF,-20.78,-19.5,1.275,84.3,0.077,778.4
27,2018-04-02 04:00:00,2.348,221.1,14.26,0.197 IF,0.132 IF,-21.9,-19.59,2.315,83.3,0.125,777.9
28,2018-04-02 05:00:00,1.7,211.0,8.04,0.162 IF,0.127 IF,-21.8,-18.73,3.067,83.4,0.116,777.5
29,2018-04-02 06:00:00,1.149,196.3,19.53,0.106 IF,0.149 IF,-22.82,-19.51,3.309,83.0,0.041,777.3
30,2018-04-02 07:00:00,0.821,161.0,6.644,0.014 IF,0.057 IF,-22.24,-18.55,3.689,83.0,1.049,777.0
31,2018-04-02 08:00:00,0.796,127.8,6.374,0.049 IF,0.102 IF,-21.73,-18.83,2.897,82.5,14.55,776.7
32,2018-04-02 09:00:00,0.87,104.1,7.611,0.054 IF,0.127 IF,-21.03,-18.94,2.084,82.4,59.19,776.5
33,2018-04-02 10:00:00,0.834,127.5,6.05,0.154 IF,0.106 IF,-19.98,-18.02,1.961,81.5,115.0,776.1
34,2018-04-02 11:00:00,0.573,125.1,6.441,0.103 IF,0.103 IF,-18.23,-17.05,1.182,81.2,184.2,775.6
35,2018-04-02 12:00:00,1.164,88.5,8.33,0.051 IF,0.108 IF,-16.34,-16.6,-0.253,80.7,294.7,775.3
36,2018-04-02 13:00:00,3.212,64.19,4.558,0.012 IF,0.095 IF,-16.9,-17.87,-0.973,81.0,343.1,775.2
37,2018-04-02 14:00:00,3.707,67.24,3.776,-0.048 IF,0.135 IF,-16.24,-16.93,-0.687,82.6,353.3,775.0
38,2018-04-02 15:00:00,4.127,79.24,3.094,-0.08 IF,0.2 IF,-15.52,-16.18,-0.66,83.6,302.1,774.7
39,2018-04-02 16:00:00,4.53,76.07,3.567,-0.094 IF,0.195 IF,-15.02,-15.83,-0.806,84.2,311.2,774.4
40,2018-04-02 17:00:00,4.441,73.22,3.234,-0.06 IF,0.166 IF,-15.04,-15.84,-0.795,84.0,270.8,774.4
41,2018-04-02 18:00:00,3.722,66.31,3.72,0.04 IF,0.175 IF,-15.6,-16.21,-0.617,83.8,266.1,774.5
42,2018-04-02 19:00:00,4.77,62.44,2.98,0.177 IF,0.222 IF,-16.06,-16.53,-0.471,83.8,185.8,774.5
43,2018-04-02 20:00:00,4.392,61.36,3.135,0.205 IF,0.224 IF,-17.37,-17.4,-0.036,83.6,133.1,774.6
44,2018-04-02 21:00:00,3.737,55.92,2.937,0.282 IF,0.207 IF,-19.15,-18.57,0.587,83.1,32.51,774.8
45,2018-04-02 22:00:00,3.657,44.78,3.054,0.264 IF,0.162 IF,-19.85,-19.03,0.82,83.4,4.862,774.8
46,2018-04-02 23:00:00,1.878,41.16,6.489,0.045 IF,0.12 IF,-21.52,-20.7,0.818,82.4,0.076,775.1
47,2018-04-03 00:00:00,1.983,35.42,9.96,-0.007 IF,0.214 IF,-22.27,-21.11,1.161,82.3,-0.055,775.2
48,2018-04-03 01:00:00,2.337,42.2,8.69,0.024 IF,0.191 IF,-23.0,-21.97,1.029,81.5,-0.076,775.6
49,2018-04-03 02:00:00,2.381,32.82,3.249,0.033 IF,0.1 IF,-23.62,-22.44,1.177,81.1,-0.051,775.9
50,2018-04-03 03:00:00,2.27,31.03,5.983,0.049 IF,0.14 IF,-24.42,-23.31,1.111,80.5,-0.054,776.0
51,2018-04-03 04:00:00,2.001,25.44,7.589,0.028 IF,0.119 IF,-25.2,-23.93,1.268,80.1,-0.022,776.1
52,2018-04-03 05:00:00,1.915,22.03,8.09,0.034 IF,0.157 IF,-25.36,-24.19,1.167,80.0,-0.01,776.3
53,2018-04-03 06:00:00,1.796,19.33,5.802,0.035 IF,0.105 IF,-25.77,-24.52,1.247,79.71,-0.001,776.5
54,2018-04-03 07:00:00,1.578,2.71,5.783,0.071 IF,0.104 IF,-26.15,-24.91,1.244,79.69,1.245,776.7
55,2018-04-03 08:00:00,1.604,338.9,8.07,0.125 IF,0.118 IF,-26.14,-25.42,0.723,79.1,27.85,776.9
56,2018-04-03 09:00:00,1.433,304.2,8.47,0.137 IF,0.117 IF,-24.74,-24.72,0.023,77.64,131.0,776.9
57,2018-04-03 10:00:00,1.455,310.5,7.994,0.153 IF,0.113 IF,-23.64,-22.93,0.715,76.03,260.3,776.8
58,2018-04-03 11:00:00,1.798,297.9,5.759,0.199 IF,0.111 IF,-22.69,-21.81,0.881,73.79,334.2,776.8
59,2018-04-03 12:00:00,2.528,300.0,7.158,0.317 IF,0.13 IF,-22.5,-22.43,0.073,75.14,214.6,776.9
60,2018-04-03 13:00:00,3.091,334.9,7.658,0.333 IF,0.181 IF,-21.03,-21.08,-0.044,78.17,222.0,776.9
61,2018-04-03 14:00:00,3.729,8.38,9.18,0.282 IF,0.204 IF,-19.39,-20.44,-1.048,79.27,243.7,776.8
62,2018-04-03 15:00:00,3.661,32.06,6.223,0.271 IF,0.219 IF,-18.62,-20.25,-1.633,78.36,246.3,776.8
63,2018-04-03 16:00:00,2.922,35.81,5.936,0.205 IF,0.208 IF,-18.05,-19.69,-1.645,77.72,231.1,776.7
64,2018-04-03 17:00:00,2.844,35.1,7.737,0.224 IF,0.213 IF,-17.77,-19.29,-1.528,77.78,210.0,776.6
65,2018-04-03 18:00:00,3.036,38.34,8.36,0.228 IF,0.211 IF,-17.71,-19.01,-1.305,78.23,175.4,776.4
66,2018-04-03 19:00:00,3.703,49.43,4.911,0.358 IF,0.181 IF,-18.21,-19.03,-0.819,79.22,121.6,776.6
67,2018-04-03 20:00:00,3.547,45.93,3.991,0.258 IF,0.194 IF,-18.52,-18.98,-0.463,80.4,71.85,776.6
68,2018-04-03 21:00:00,3.508,55.11,3.734,0.263 IF,0.179 IF,-18.92,-19.04,-0.121,81.6,28.34,776.5
69,2018-04-03 22:00:00,3.182,53.61,2.32,0.319 IF,0.122 IF,-21.37,-20.12,1.248,81.5,5.855,776.7
70,2018-04-03 23:00:00,3.208,53.84,3.313,0.222 IF,0.163 IF,-22.57,-20.84,1.73,81.9,0.173,776.9
71,2018-04-04 00:00:00,3.188,53.07,5.306,0.084 IF,0.164 IF,-22.13,-20.83,1.297,82.2,0.01,776.8
72,2018-04-04 01:00:00,2.489,40.94,6.753,0.1 IF,0.152 IF,-21.96,-21.84,0.125,81.9,-0.009,776.8
73,2018-04-04 02:00:00,3.441,48.05,5.446,0.263 IF,0.219 IF,-20.64,-20.66,-0.021,82.7,0.017,776.8
74,2018-04-04 03:00:00,4.267,54.66,5.293,0.286 IF,0.236 IF,-19.46,-19.48,-0.024,83.3,0.026,776.7
75,2018-04-04 04:00:00,4.072,50.9,3.927,0.421 IF,0.171 IF,-18.97,-19.02,-0.043,83.5,0.017,776.6
76,2018-04-04 05:00:00,3.745,43.24,4.675,0.308 IF,0.239 IF,-18.69,-18.74,-0.049,83.8,0.016,776.3
77,2018-04-04 06:00:00,4.637,34.86,3.714,0.302 IF,0.207 IF,-18.48,-18.54,-0.062,83.9,0.032,776.2
78,2018-04-04 07:00:00,4.97,35.2,3.792,0.319 IF,0.21 IF,-18.45,-18.53,-0.079,83.9,0.912,776.1
79,2018-04-04 08:00:00,4.562,42.56,4.206,0.373 IF,0.259 IF,-18.34,-18.46,-0.113,83.9,11.35,776.0
80,2018-04-04 09:00:00,4.257,41.75,4.491,0.369 IF,0.258 IF,-17.94,-18.17,-0.23,83.8,41.54,775.8
81,2018-04-04 10:00:00,4.439,42.21,4.244,0.381 IF,0.264 IF,-17.43,-17.87,-0.442,83.4,86.0,775.6
82,2018-04-04 11:00:00,5.438,49.07,3.934,0.545 IF,0.242 IF,-16.95,-17.53,-0.587,83.2,133.7,775.4
83,2018-04-04 12:00:00,6.286,49.66,3.686,0.673 IF,0.244 IF,-16.18,-16.95,-0.772,82.9,191.9,775.1
84,2018-04-04 13:00:00,6.113,44.55,3.903,0.555 IF,0.292 IF,-15.57,-16.5,-0.928,82.2,278.4,774.8
85,2018-04-04 14:00:00,6.72,45.22,5.653,0.519 IF,0.353 IF,-14.72,-15.78,-1.066,81.9,264.5,774.5
86,2018-04-04 15:00:00,8.17,77.77,5.306,-0.228 IF,0.356 IF,-14.98,-15.7,-0.72,81.8,323.2,774.1
87,2018-04-04 16:00:00,8.17,84.2,4.248,-0.178 IF,0.428 IF,-14.95,-15.06,-0.115,81.0,325.5,773.7
88,2018-04-04 17:00:00,7.89,73.68,3.988,-0.089 IF,0.294 IF,-14.84,-14.81,0.036,79.47,271.3,773.2
89,2018-04-04 18:00:00,9.06,66.27,3.643,0.166 IF,0.371 IF,-14.86,-14.9,-0.033,81.7,206.5,772.7
90,2018-04-04 19:00:00,9.4,56.4,3.813,1.021 IF,0.348 IF,-15.6,-15.72,-0.117,83.2,177.6,772.4
91,2018-04-04 20:00:00,7.903,56.22,3.34,0.871 IF,0.262 IF,-17.11,-16.99,0.122,83.4,228.0,772.3
92,2018-04-04 21:00:00,6.763,53.91,3.13,0.782 IF,0.227 IF,-18.43,-18.23,0.198,83.2,78.39,772.1
93,2018-04-04 22:00:00,6.384,50.47,3.205,0.669 IF,0.228 IF,-19.25,-19.19,0.06,83.5,8.88,771.8
94,2018-04-04 23:00:00,6.333,57.06,3.455,0.523 IF,0.269 IF,-19.67,-19.68,-0.014,83.2,0.199,771.5
95,2018-04-05 00:00:00,6.625,55.01,3.351,0.683 IF,0.245 IF,-20.58,-20.36,0.223,82.5,-0.068,771.2
96,2018-04-05 01:00:00,7.132,58.09,3.271,0.609 IF,0.281 IF,-20.93,-20.73,0.202,82.4,-0.032,770.8
97,2018-04-05 02:00:00,6.938,57.82,3.534,0.604 IF,0.301 IF,-20.32,-20.4,-0.074,82.6,0.013,770.4
98,2018-04-05 03:00:00,8.19,61.05,3.669,0.497 IF,0.447 IF,-19.77,-19.84,-0.075,82.9,0.017,769.8
99,2018-04-05 04:00:00,7.235,59.89,4.121,0.472 IF,0.414 IF,-19.75,-19.79,-0.049,82.9,-0.005,769.4
100,2018-04-05 05:00:00,8.15,48.51,3.739,0.896 IF,0.309 IF,-19.58,-19.65,-0.076,83.0,0.002,768.6
101,2018-04-05 06:00:00,7.996,47.27,3.549,0.808 IF,0.326 IF,-19.41,-19.49,-0.08,83.1,0.034,768.0
102,2018-04-05 07:00:00,8.0,46.79,3.908,0.837 IF,0.322 IF,-19.21,-19.28,-0.064,83.2,1.573,767.4
103,2018-04-05 08:00:00,7.236,46.02,3.666,0.746 IF,0.321 IF,-19.56,-19.58,-0.018,82.9,18.76,767.0
104,2018-04-05 09:00:00,6.864,50.01,3.757,0.752 IF,0.25 IF,-19.93,-19.94,-0.007,82.0,77.7,766.6
105,2018-04-05 10:00:00,5.437,40.88,4.101,0.395 IF,0.288 IF,-20.28,-20.46,-0.18,80.1,183.8,766.2
106,2018-04-05 11:00:00,6.927,49.97,3.477,0.752 IF,0.306 IF,-19.85,-20.14,-0.289,79.12,312.3,765.7
107,2018-04-05 12:00:00,7.824,57.14,3.381,0.715 IF,0.372 IF,-19.34,-19.59,-0.248,78.18,541.9,765.3
108,2018-04-05 13:00:00,7.811,57.27,3.226,0.725 IF,0.36 IF,-19.25,-19.1,0.151,78.45,588.5,764.8
109,2018-04-05 14:00:00,8.16,55.44,3.525,0.859 IF,0.34 IF,-18.91,-18.64,0.272,79.1,592.9,764.3
110,2018-04-05 15:00:00,7.846,63.25,3.923,0.271 IF,0.38 IF,-18.8,-17.95,0.85,79.95,576.7,763.8
111,2018-04-05 16:00:00,7.337,71.42,3.914,-0.014 IF,0.228 IF,-18.17,-17.67,0.505,80.3,507.1,763.3
112,2018-04-05 17:00:00,6.706,83.1,5.483,0.063 IF,0.299 IF,-18.31,-17.44,0.872,80.8,453.6,762.9
113,2018-04-05 18:00:00,4.905,92.1,3.268,0.118 IF,0.267 IF,-19.46,-18.73,0.737,80.9,425.0,762.5
114,2018-04-05 19:00:00,3.441,93.7,3.291,0.118 IF,0.173 IF,-19.53,-19.72,-0.186,80.7,369.2,762.1
115,2018-04-05 20:00:00,3.135,109.7,4.43,0.144 IF,0.114 IF,-20.2,-20.42,-0.222,79.89,224.8,761.8
116,2018-04-05 21:00:00,2.674,88.4,10.53,0.057 IF,0.185 IF,-21.45,-21.25,0.195,79.75,108.5,761.4
117,2018-04-05 22:00:00,2.501,71.79,4.614,-0.017 IF,0.09 IF,-23.15,-22.25,0.899,80.8,17.4,761.2
118,2018-04-05 23:00:00,3.016,72.64,3.834,-0.055 IF,0.136 IF,-23.61,-22.5,1.11,81.8,0.466,760.9
119,2018-04-06 00:00:00,3.448,69.42,3.488,-0.036 IF,0.14 IF,-25.29,-23.96,1.337,80.6,-0.06,760.8
120,2018-04-06 01:00:00,4.101,74.1,7.257,-0.129 IF,0.206 IF,-26.39,-25.35,1.041,79.92,-0.04,760.7
121,2018-04-06 02:00:00,3.86,68.93,4.544,-0.06 IF,0.187 IF,-25.44,-24.88,0.56,79.84,0.01,760.6
122,2018-04-06 03:00:00,3.344,63.92,2.854,0.035 IF,0.142 IF,-24.27,-24.16,0.11,79.93,0.006,760.5
123,2018-04-06 04:00:00,2.7,60.43,4.95,0.128 IF,0.168 IF,-22.87,-23.01,-0.133,80.6,0.009,760.2
124,2018-04-06 05:00:00,3.724,53.61,3.839,0.326 IF,0.177 IF,-20.91,-20.93,-0.016,82.4,0.021,759.9
125,2018-04-06 06:00:00,5.193,57.45,3.193,0.441 IF,0.22 IF,-19.72,-19.75,-0.03,83.0,0.046,759.6
126,2018-04-06 07:00:00,6.321,63.24,3.276,0.155 IF,0.262 IF,-19.44,-19.47,-0.027,83.1,2.045,759.1
127,2018-04-06 08:00:00,6.901,59.22,3.995,0.47 IF,0.351 IF,-18.64,-18.69,-0.05,83.5,17.84,758.9
128,2018-04-06 09:00:00,7.407,52.82,3.301,0.862 IF,0.273 IF,-18.23,-18.37,-0.139,83.3,60.14,758.6
129,2018-04-06 10:00:00,8.69,53.2,3.286,1.081 IF,0.251 IF,-17.53,-17.72,-0.189,83.5,113.7,758.1
130,2018-04-06 11:00:00,8.85,58.23,3.579,0.728 IF,0.455 IF,-16.13,-16.3,-0.171,84.0,184.9,758.0
131,2018-04-06 12:00:00,10.52,64.81,3.583,0.316 IF,0.44 IF,-14.9,-14.97,-0.071,84.5,254.2,757.6
132,2018-04-06 13:00:00,10.11,70.31,3.999,0.093 IF,0.288 IF,-14.34,-14.32,0.023,84.5,322.4,757.5
133,2018-04-06 14:00:00,10.6,76.07,3.412,-0.085 IF,0.394 IF,-14.29,-14.2,0.091,84.1,377.1,757.4
134,2018-04-06 15:00:00,10.07,82.7,3.318,-0.328 IF,0.457 IF,-14.31,-14.27,0.039,83.9,380.8,757.4
135,2018-04-06 16:00:00,6.609,96.5,4.27,0.32 IF,0.373 IF,-14.54,-14.54,-0.002,83.5,363.7,757.3
136,2018-04-06 17:00:00,5.62,96.6,5.048,0.222 IF,0.368 IF,-14.12,-14.11,0.005,84.0,322.8,757.0
137,2018-04-06 18:00:00,8.66,87.2,5.662,0.08 IF,0.53 IF,-12.67,-12.62,0.05,84.8,273.6,756.7
138,2018-04-06 19:00:00,8.81,80.1,5.366,-0.016 IF,0.378 IF,-12.73,-12.72,0.007,85.5,170.8,756.6
139,2018-04-06 20:00:00,9.82,72.12,2.877,0.053 IF,0.239 IF,-12.88,-12.87,0.004,86.3,98.9,756.5
140,2018-04-06 21:00:00,9.08,70.88,3.078,0.082 IF,0.217 IF,-13.2,-13.24,-0.032,86.8,40.94,756.6
141,2018-04-06 22:00:00,9.31,68.19,2.836,0.102 IF,0.235 IF,-13.56,-13.61,-0.048,87.1,11.25,756.5
142,2018-04-06 23:00:00,9.07,66.29,2.933,0.099 IF,0.242 IF,-13.86,-13.92,-0.057,87.2,0.457,756.4
143,2018-04-07 00:00:00,8.98,66.26,2.954,0.106 IF,0.246 IF,-14.09,-14.16,-0.061,87.0,0.001,756.3
144,2018-04-07 01:00:00,8.07,62.82,3.389,0.345 IF,0.372 IF,-14.54,-14.61,-0.072,86.7,0.0,756.5
145,2018-04-07 02:00:00,7.473,61.45,2.937,0.37 IF,0.326 IF,-14.88,-14.96,-0.076,86.6,0.0,756.4
146,2018-04-07 03:00:00,7.828,60.94,2.888,0.476 IF,0.326 IF,-15.03,-15.1,-0.07,86.5,-0.001,756.4
147,2018-04-07 04:00:00,7.477,61.01,2.974,0.423 IF,0.335 IF,-15.32,-15.39,-0.063,86.4,-0.001,756.3
148,2018-04-07 05:00:00,7.015,58.08,2.991,0.687 IF,0.243 IF,-15.63,-15.7,-0.07,86.2,-0.001,756.1
149,2018-04-07 06:00:00,7.135,60.58,2.791,0.45 IF,0.316 IF,-15.83,-15.91,-0.083,86.1,0.046,755.9
150,2018-04-07 07:00:00,6.488,63.05,2.983,0.188 IF,0.261 IF,-15.86,-15.94,-0.077,86.0,2.283,755.8
151,2018-04-07 08:00:00,5.81,61.37,3.143,0.295 IF,0.29 IF,-15.79,-15.87,-0.083,85.9,29.18,755.7
152,2018-04-07 09:00:00,5.685,62.19,3.273,0.278 IF,0.322 IF,-15.53,-15.64,-0.113,85.4,72.53,755.7
153,2018-04-07 10:00:00,5.225,67.01,3.119,0.032 IF,0.159 IF,-15.14,-15.21,-0.065,84.9,124.7,755.6
154,2018-04-07 11:00:00,4.571,75.99,2.921,-0.046 IF,0.188 IF,-14.54,-14.54,0.0,84.2,210.2,755.7
155,2018-04-07 12:00:00,2.594,75.71,6.329,-0.013 IF,0.185 IF,-13.15,-13.26,-0.107,82.5,297.5,755.8
156,2018-04-07 13:00:00,2.193,51.03,8.63,0.146 IF,0.182 IF,-12.77,-13.02,-0.247,80.0,260.3,756.0
157,2018-04-07 14:00:00,1.222,335.5,24.06,0.097 IF,0.182 IF,-11.27,-11.13,0.141,74.74,366.5,756.3
158,2018-04-07 15:00:00,1.863,264.7,14.76,0.194 IF,0.18 IF,-10.56,-10.49,0.066,68.24,445.6,756.4
159,2018-04-07 16:00:00,3.502,254.5,7.671,0.365 IF,0.194 IF,-11.64,-12.52,-0.875,69.83,322.5,756.5
160,2018-04-07 17:00:00,3.837,242.9,5.747,0.398 IF,0.202 IF,-11.43,-11.22,0.205,70.35,590.5,756.7
161,2018-04-07 18:00:00,2.725,220.8,4.81,0.217 IF,0.153 IF,-11.89,-11.94,-0.045,72.35,410.2,757.0
162,2018-04-07 19:00:00,2.327,204.4,3.194,0.187 IF,0.111 IF,-11.23,-13.7,-2.47,73.7,304.1,757.2
163,2018-04-07 20:00:00,1.995,193.5,4.934,0.156 IF,0.099 IF,-11.71,-14.65,-2.935,74.88,185.6,757.5
164,2018-04-07 21:00:00,1.692,168.2,6.267,0.066 IF,0.122 IF,-13.95,-15.48,-1.538,77.75,80.3,757.8
165,2018-04-07 22:00:00,1.916,129.9,5.865,0.057 IF,0.089 IF,-17.39,-16.86,0.531,83.1,16.26,758.1
166,2018-04-07 23:00:00,3.213,122.0,6.696,0.126 IF,0.13 IF,-19.21,-17.42,1.785,85.7,0.932,758.4
167,2018-04-08 00:00:00,2.482,116.8,7.581,0.085 IF,0.151 IF,-20.04,-18.6,1.438,85.8,0.128,758.8
168,2018-04-08 01:00:00,2.589,137.5,3.401,0.035 IF,0.086 IF,-20.27,-18.16,2.106,84.6,0.097,759.2
169,2018-04-08 02:00:00,1.131,127.3,12.67,0.054 IF,0.107 IF,-21.07,-18.75,2.328,83.5,0.169,759.5
170,2018-04-08 03:00:00,1.418,101.9,11.49,0.011 IF,0.119 IF,-21.21,-18.49,2.723,82.7,0.186,759.8
171,2018-04-08 04:00:00,2.911,136.1,5.065,-0.018 IF,0.054 IF,-22.54,-19.77,2.769,81.8,0.07,760.0
172,2018-04-08 05:00:00,1.3,152.8,31.86,0.016 IF,0.073 IF,-22.34,-19.25,3.085,82.2,0.02,760.1
173,2018-04-08 06:00:00,0.685,19.1,13.68,0.004 IF,0.045 IF,-23.36,-21.56,1.803,80.7,0.135,760.3
174,2018-04-08 07:00:00,1.012,44.77,6.34,0.008 IF,0.067 IF,-22.65,-21.06,1.593,82.0,5.49,760.5
175,2018-04-08 08:00:00,1.815,74.23,6.946,-0.039 IF,0.134 IF,-22.26,-20.0,2.258,78.88,60.95,760.6
176,2018-04-08 09:00:00,1.911,79.43,8.66,-0.046 IF,0.15 IF,-21.22,-19.92,1.294,74.07,187.7,760.7
177,2018-04-08 10:00:00,1.778,99.3,8.13,0.036 IF,0.116 IF,-20.2,-19.48,0.725,69.77,311.4,760.7
178,2018-04-08 11:00:00,1.547,75.16,7.514,-0.01 IF,0.133 IF,-19.29,-18.63,0.662,68.62,368.5,760.8
179,2018-04-08 12:00:00,2.113,67.61,5.285,0.003 IF,0.114 IF,-18.15,-17.6,0.555,70.14,464.0,760.9
180,2018-04-08 13:00:00,1.75,70.73,5.918,0.013 IF,0.127 IF,-16.54,-15.31,1.228,73.57,534.4,760.9
181,2018-04-08 14:00:00,2.347,67.45,5.888,0.032 IF,0.14 IF,-16.0,-13.88,2.117,76.68,547.8,760.9
182,2018-04-08 15:00:00,4.141,60.34,3.604,0.235 IF,0.212 IF,-15.92,-14.6,1.325,78.19,552.8,760.8
183,2018-04-08 16:00:00,5.048,69.55,3.079,0.011 IF,0.14 IF,-16.11,-15.45,0.658,80.8,497.1,760.8
184,2018-04-08 17:00:00,4.959,75.48,3.402,-0.116 IF,0.212 IF,-16.02,-15.04,0.979,81.9,439.8,760.7
185,2018-04-08 18:00:00,4.764,85.5,3.11,-0.104 IF,0.228 IF,-15.69,-15.07,0.616,83.1,358.9,760.5
186,2018-04-08 19:00:00,3.876,84.9,2.482,-0.155 IF,0.195 IF,-15.81,-15.59,0.215,84.2,234.0,760.3
187,2018-04-08 20:00:00,3.412,68.03,2.754,-0.024 IF,0.138 IF,-16.63,-16.31,0.328,84.5,147.8,760.0
188,2018-04-08 21:00:00,4.128,71.47,2.448,-0.02 IF,0.114 IF,-17.99,-17.26,0.731,85.5,59.0,759.7
189,2018-04-08 22:00:00,4.659,81.2,5.466,-0.113 IF,0.192 IF,-19.29,-18.47,0.825,85.0,14.48,759.4
190,2018-04-08 23:00:00,4.782,75.45,4.8,-0.078 IF,0.192 IF,-20.52,-19.67,0.841,83.4,0.838,759.1
191,2018-04-09 00:00:00,5.789,86.0,2.513,-0.217 IF,0.211 IF,-21.18,-20.6,0.585,82.4,-0.011,758.9
192,2018-04-09 01:00:00,5.017,81.3,3.414,-0.213 IF,0.199 IF,-21.86,-21.12,0.738,81.8,0.008,758.7
193,2018-04-09 02:00:00,5.35,74.61,5.461,-0.106 IF,0.248 IF,-21.43,-20.75,0.68,82.0,0.034,758.5
194,2018-04-09 03:00:00,4.638,67.11,3.101,0.017 IF,0.155 IF,-20.23,-19.72,0.518,82.8,0.003,758.2
195,2018-04-09 04:00:00,4.532,70.0,3.753,0.011 IF,0.135 IF,-20.12,-19.45,0.675,82.7,-0.021,757.9
196,2018-04-09 05:00:00,5.642,74.31,2.623,0.011 IF,0.136 IF,-20.14,-19.61,0.534,82.7,0.004,757.5
197,2018-04-09 06:00:00,4.592,70.73,2.643,-0.014 IF,0.122 IF,-21.14,-20.52,0.62,81.8,0.116,757.3
198,2018-04-09 07:00:00,4.594,71.67,2.776,-0.009 IF,0.122 IF,-21.92,-21.35,0.575,81.3,8.2,757.2
199,2018-04-09 08:00:00,3.584,67.41,3.525,0.004 IF,0.11 IF,-21.35,-21.41,-0.057,80.7,65.3,757.1
200,2018-04-09 09:00:00,2.739,73.12,5.408,0.003 IF,0.113 IF,-19.75,-20.57,-0.821,80.2,160.2,757.1
201,2018-04-09 10:00:00,3.683,79.25,3.399,-0.035 IF,0.117 IF,-19.24,-19.92,-0.672,79.48,232.3,757.0
202,2018-04-09 11:00:00,3.911,83.7,4.219,0.053 IF,0.147 IF,-18.09,-18.87,-0.777,79.66,322.8,756.9
