,Timestamp,Primary 10-meter Scalar Wind Speed (m/s),Primary 10-meter Scalar Wind Direction (degrees),Primary 10-meter Wind Direction Standard Deviation (degrees),Primary 10-meter Vertical Wind Speed (m/s),Primary 10-meter Vertical Wind Speed Standard Deviation(m/s),Primary 2 m Temperature (C),Primary 10 m Temperature (C),Primary 10-2 m Temperature Difference (C),Primary Relative Humidity (%),Primary Total Solar Radiation,Primary Barometric Pressure (mb),junk
24,2018-04-02 01:00:00,3.89,241.0,9.81,0.375,0.152,-21.0,-19.22,1.785,84.1,-0.051,779.0,AF
25,2018-04-02 02:00:00,2.763,239.7,16.09,0.245,0.133,-20.97,-19.41,1.562,84.3,-0.049,778.8,AF
26,2018-04-02 03:00:00,1.829,260.8,13.11,0.17,0.115,-20.82,-19.57,1.251,84.0,-0.001,778.6,AF
27,2018-04-02 04:00:00,2.371,221.2,14.56,0.197,0.132,-21.96,-19.61,2.348,83.0,-0.092,778.2,AF
28,2018-04-02 05:00:00,1.745,210.5,7.623,0.162,0.127,-21.85,-18.77,3.082,83.0,-0.096,777.8,AF
29,2018-04-02 06:00:00,1.186,195.9,17.46,0.106,0.149,-22.87,-19.66,3.217,82.3,-0.092,777.5,AF
30,2018-04-02 07:00:00,0.676,164.1,5.795,0.014,0.057,-22.28,-18.7,3.584,82.7,1.108,777.2,AF
31,2018-04-02 08:00:00,0.641,127.2,6.337,0.049,0.102,-21.75,-18.86,2.891,82.5,15.76,776.9,AF
32,2018-04-02 09:00:00,0.793,103.5,6.395,0.054,0.127,-21.07,-18.94,2.126,82.5,58.42,776.7,AF
33,2018-04-02 10:00:00,0.673,124.8,6.675,0.154,0.106,-20.06,-18.02,2.035,82.2,111.7,776.4,AF
34,2018-04-02 11:00:00,0.396,121.6,5.591,0.103,0.103,-18.26,-17.06,1.203,81.9,176.0,775.8,AF
35,2018-04-02 12:00:00,0.98,87.3,7.98,0.051,0.108,-16.24,-16.61,-0.375,80.7,273.8,775.5,AF
36,2018-04-02 13:00:00,2.959,65.79,5.368,0.012,0.095,-16.8,-17.83,-1.031,81.9,321.4,775.4,AF
37,2018-04-02 14:00:00,3.85,70.19,4.077,-0.048,0.135,-16.23,-16.94,-0.707,83.5,349.0,775.2,AF
38,2018-04-02 15:00:00,4.542,81.5,3.124,-0.08,0.2,-15.55,-16.2,-0.642,84.6,308.1,774.9,AF
39,2018-04-02 16:00:00,4.953,78.58,3.637,-0.094,0.195,-15.06,-15.84,-0.775,85.0,318.0,774.6,AF
40,2018-04-02 17:00:00,4.676,75.96,3.269,-0.06,0.166,-15.09,-15.85,-0.762,85.0,282.5,774.6,AF
41,2018-04-02 18:00:00,3.868,68.71,4.284,0.04,0.175,-15.63,-16.22,-0.588,84.9,286.4,774.7,AF
42,2018-04-02 19:00:00,5.135,64.65,3.721,0.177,0.222,-16.07,-16.54,-0.475,85.1,195.2,774.7,AF
43,2018-04-02 20:00:00,4.685,63.49,3.858,0.205,0.224,-17.4,-17.43,-0.034,84.6,124.6,774.8,AF
44,2018-04-02 21:00:00,3.809,57.6,3.261,0.282,0.207,-19.18,-18.58,0.6,83.9,32.05,775.0,AF
45,2018-04-02 22:00:00,3.602,47.38,2.346,0.264,0.162,-19.86,-19.05,0.817,84.0,4.745,775.0,AF
46,2018-04-02 23:00:00,1.878,44.91,5.645,0.045,0.12,-21.51,-20.7,0.811,82.7,0.067,775.3,AF
47,2018-04-03 00:00:00,1.995,40.11,8.98,-0.007,0.214,-22.23,-21.11,1.126,82.9,-0.004,775.4,AF
48,2018-04-03 01:00:00,2.386,46.0,7.757,0.024,0.191,-22.99,-21.97,1.014,81.8,-0.003,775.8,AF
49,2018-04-03 02:00:00,2.447,37.8,2.999,0.033,0.1,-23.62,-22.44,1.18,81.4,-0.001,776.1,AF
50,2018-04-03 03:00:00,2.375,36.33,5.44,0.049,0.14,-24.42,-23.32,1.108,80.8,-0.002,776.2,AF
51,2018-04-03 04:00:00,2.103,31.32,7.091,0.028,0.119,-25.21,-23.93,1.275,80.4,-0.002,776.3,AF
52,2018-04-03 05:00:00,2.022,28.18,8.06,0.034,0.157,-25.37,-24.2,1.17,80.4,-0.001,776.5,AF
53,2018-04-03 06:00:00,1.897,25.7,5.714,0.035,0.105,-25.77,-24.52,1.256,79.94,-0.005,776.7,AF
54,2018-04-03 07:00:00,1.637,8.98,6.063,0.071,0.104,-26.28,-24.88,1.394,79.85,0.945,776.9,AF
55,2018-04-03 08:00:00,1.613,344.9,8.73,0.125,0.118,-26.12,-25.37,0.753,78.9,25.78,777.2,AF
56,2018-04-03 09:00:00,1.355,308.9,9.57,0.137,0.117,-24.47,-24.63,-0.169,77.47,108.8,777.2,AF
57,2018-04-03 10:00:00,1.406,316.2,8.74,0.153,0.113,-23.05,-23.02,0.034,76.25,224.4,777.0,AF
58,2018-04-03 11:00:00,1.648,302.9,6.577,0.199,0.111,-22.05,-21.87,0.179,75.45,288.6,777.1,AF
59,2018-04-03 12:00:00,2.134,305.8,8.16,0.317,0.13,-22.35,-22.46,-0.112,78.09,200.3,777.1,AF
60,2018-04-03 13:00:00,2.741,342.0,8.83,0.333,0.181,-20.95,-21.21,-0.26,79.81,213.9,777.1,AF
61,2018-04-03 14:00:00,3.731,13.82,6.931,0.282,0.204,-19.33,-20.49,-1.155,80.8,234.6,777.0,AF
62,2018-04-03 15:00:00,3.587,37.14,5.551,0.271,0.219,-18.66,-20.23,-1.564,80.5,237.5,777.0,AF
63,2018-04-03 16:00:00,2.832,40.46,4.967,0.205,0.208,-18.1,-19.66,-1.56,80.6,223.3,776.9,AF
64,2018-04-03 17:00:00,2.779,39.8,6.53,0.224,0.213,-17.82,-19.27,-1.457,81.0,204.4,776.8,AF
65,2018-04-03 18:00:00,2.967,42.34,7.092,0.228,0.211,-17.77,-19.0,-1.233,81.5,173.1,776.6,AF
66,2018-04-03 19:00:00,3.65,51.31,4.339,0.358,0.181,-18.26,-19.03,-0.766,82.2,120.5,776.8,AF
67,2018-04-03 20:00:00,3.416,48.63,3.198,0.258,0.194,-18.56,-18.99,-0.427,82.9,71.13,776.8,AF
68,2018-04-03 21:00:00,3.625,57.26,4.003,0.263,0.179,-18.96,-19.06,-0.1,83.4,27.85,776.7,AF
69,2018-04-03 22:00:00,3.22,55.07,2.444,0.319,0.122,-21.37,-20.12,1.252,82.3,5.66,776.9,AF
70,2018-04-03 23:00:00,3.246,55.95,3.441,0.222,0.163,-22.56,-20.87,1.693,82.3,0.151,777.1,AF
71,2018-04-04 00:00:00,3.239,56.19,4.597,0.084,0.164,-22.15,-20.82,1.329,82.2,-0.028,777.0,AF
72,2018-04-04 01:00:00,2.405,44.67,5.952,0.1,0.152,-21.99,-21.87,0.125,82.4,-0.004,777.1,AF
73,2018-04-04 02:00:00,3.445,50.57,5.141,0.263,0.219,-20.68,-20.7,-0.022,83.4,0.006,777.1,AF
74,2018-04-04 03:00:00,4.373,56.71,5.581,0.286,0.236,-19.49,-19.51,-0.019,84.1,0.007,776.9,AF
75,2018-04-04 04:00:00,4.104,52.29,3.696,0.421,0.171,-19.01,-19.04,-0.034,84.4,0.002,776.8,AF
76,2018-04-04 05:00:00,3.617,46.18,3.808,0.308,0.239,-18.73,-18.77,-0.042,84.6,0.004,776.5,AF
77,2018-04-04 06:00:00,4.468,39.62,3.344,0.302,0.207,-18.52,-18.57,-0.053,84.7,0.011,776.4,AF
78,2018-04-04 07:00:00,4.764,39.89,3.457,0.319,0.21,-18.48,-18.55,-0.069,84.7,0.874,776.3,AF
79,2018-04-04 08:00:00,4.425,45.5,3.529,0.373,0.259,-18.38,-18.48,-0.102,84.7,10.96,776.2,AF
80,2018-04-04 09:00:00,4.122,44.89,3.689,0.369,0.258,-17.98,-18.19,-0.213,84.7,39.97,776.0,AF
81,2018-04-04 10:00:00,4.295,45.28,3.459,0.381,0.264,-17.46,-17.88,-0.412,84.4,82.6,775.8,AF
82,2018-04-04 11:00:00,5.424,50.72,3.528,0.545,0.242,-16.98,-17.54,-0.556,84.4,128.7,775.6,AF
83,2018-04-04 12:00:00,6.252,51.5,3.462,0.673,0.244,-16.22,-16.95,-0.738,84.4,184.1,775.3,AF
84,2018-04-04 13:00:00,5.857,47.48,3.485,0.555,0.292,-15.57,-16.48,-0.91,83.9,263.9,775.0,AF
85,2018-04-04 14:00:00,6.567,48.65,5.336,0.519,0.353,-14.75,-15.78,-1.036,84.4,255.5,774.7,AF
86,2018-04-04 15:00:00,8.92,80.3,5.554,-0.228,0.356,-15.01,-15.72,-0.711,83.8,310.0,774.3,AF
87,2018-04-04 16:00:00,9.0,86.3,4.271,-0.178,0.428,-14.97,-15.09,-0.116,82.3,313.5,773.9,AF
88,2018-04-04 17:00:00,8.21,76.41,4.095,-0.089,0.294,-14.87,-14.88,-0.005,80.1,266.4,773.4,AF
89,2018-04-04 18:00:00,9.11,70.17,3.718,0.166,0.371,-14.89,-14.96,-0.068,83.3,203.4,772.9,AF
90,2018-04-04 19:00:00,9.66,59.94,4.606,1.021,0.348,-15.62,-15.74,-0.113,84.7,187.2,772.6,AF
91,2018-04-04 20:00:00,8.13,59.93,4.186,0.871,0.262,-17.12,-17.04,0.082,84.5,249.1,772.5,AF
92,2018-04-04 21:00:00,6.806,56.96,3.979,0.782,0.227,-18.46,-18.26,0.201,84.2,85.3,772.3,AF
93,2018-04-04 22:00:00,6.209,53.46,3.309,0.669,0.228,-19.28,-19.22,0.065,84.4,9.59,772.0,AF
94,2018-04-04 23:00:00,6.496,60.76,4.153,0.523,0.269,-19.7,-19.7,-0.007,83.9,0.2,771.8,AF
95,2018-04-05 00:00:00,6.745,58.37,4.127,0.683,0.245,-20.61,-20.39,0.226,83.1,-0.025,771.4,AF
96,2018-04-05 01:00:00,7.395,61.87,4.123,0.609,0.281,-20.96,-20.76,0.202,83.2,-0.002,771.0,AF
97,2018-04-05 02:00:00,7.182,61.59,4.399,0.604,0.301,-20.36,-20.42,-0.063,83.4,0.001,770.6,AF
98,2018-04-05 03:00:00,8.34,65.13,4.081,0.497,0.447,-19.8,-19.87,-0.067,83.8,0.003,770.1,AF
99,2018-04-05 04:00:00,7.399,63.88,4.66,0.472,0.414,-19.78,-19.82,-0.041,83.7,-0.002,769.6,AF
100,2018-04-05 05:00:00,7.83,51.88,3.562,0.896,0.309,-19.61,-19.68,-0.067,83.8,-0.002,768.8,AF
101,2018-04-05 06:00:00,7.593,50.82,3.135,0.808,0.326,-19.45,-19.52,-0.072,84.0,0.016,768.2,AF
102,2018-04-05 07:00:00,7.596,50.42,3.457,0.837,0.322,-19.25,-19.31,-0.055,84.1,1.531,767.7,AF
103,2018-04-05 08:00:00,6.894,49.8,3.409,0.746,0.321,-19.59,-19.6,-0.01,83.7,18.19,767.2,AF
104,2018-04-05 09:00:00,6.623,53.08,3.745,0.752,0.25,-19.96,-19.96,0.006,82.7,74.4,766.8,AF
105,2018-04-05 10:00:00,5.086,45.67,3.572,0.395,0.288,-20.29,-20.5,-0.215,80.8,175.2,766.4,AF
106,2018-04-05 11:00:00,6.736,52.95,3.538,0.752,0.306,-19.84,-20.16,-0.315,80.4,300.5,765.9,AF
107,2018-04-05 12:00:00,7.996,60.42,4.029,0.715,0.372,-19.28,-19.6,-0.321,79.33,546.4,765.5,AF
108,2018-04-05 13:00:00,7.984,60.35,3.846,0.725,0.36,-19.19,-19.13,0.064,80.1,598.8,765.0,AF
109,2018-04-05 14:00:00,8.3,58.27,4.201,0.859,0.34,-18.9,-18.64,0.255,80.9,588.2,764.5,AF
110,2018-04-05 15:00:00,7.978,66.93,4.052,0.271,0.38,-18.82,-18.14,0.677,81.5,583.8,764.0,AF
111,2018-04-05 16:00:00,7.249,74.92,3.783,-0.014,0.228,-18.19,-17.81,0.382,81.7,514.0,763.5,AF
112,2018-04-05 17:00:00,6.798,85.3,5.06,0.063,0.299,-18.35,-17.67,0.683,82.2,502.5,763.1,AF
113,2018-04-05 18:00:00,5.109,93.1,3.093,0.118,0.267,-19.45,-18.98,0.473,82.2,451.5,762.7,AF
114,2018-04-05 19:00:00,3.56,94.6,3.118,0.118,0.173,-19.49,-19.84,-0.356,81.9,389.1,762.3,AF
115,2018-04-05 20:00:00,2.99,109.7,4.23,0.144,0.114,-20.3,-20.5,-0.199,81.0,235.3,762.0,AF
116,2018-04-05 21:00:00,2.677,90.6,9.69,0.057,0.185,-21.63,-21.41,0.221,80.8,121.5,761.6,AF
117,2018-04-05 22:00:00,2.427,76.04,4.194,-0.017,0.09,-23.21,-22.31,0.898,81.8,20.87,761.4,AF
118,2018-04-05 23:00:00,2.984,76.61,3.635,-0.055,0.136,-23.59,-22.47,1.121,82.4,0.497,761.1,AF
119,2018-04-06 00:00:00,3.418,73.41,3.527,-0.036,0.14,-25.31,-23.94,1.372,80.6,-0.009,761.0,AF
120,2018-04-06 01:00:00,4.168,77.64,6.935,-0.129,0.206,-26.42,-25.34,1.078,79.89,-0.009,760.9,AF
121,2018-04-06 02:00:00,3.955,72.84,4.237,-0.06,0.187,-25.47,-24.89,0.58,80.2,0.001,760.8,AF
122,2018-04-06 03:00:00,3.396,68.11,3.023,0.035,0.142,-24.31,-24.18,0.132,80.6,0.0,760.7,AF
123,2018-04-06 04:00:00,2.708,64.18,5.448,0.128,0.168,-22.91,-23.03,-0.12,81.5,0.002,760.4,AF
124,2018-04-06 05:00:00,3.722,56.65,4.339,0.326,0.177,-20.95,-20.95,-0.004,83.4,0.007,760.1,AF
125,2018-04-06 06:00:00,5.365,60.73,3.945,0.441,0.22,-19.76,-19.77,-0.012,83.9,0.025,759.8,AF
126,2018-04-06 07:00:00,6.475,67.46,3.609,0.155,0.262,-19.48,-19.49,-0.013,83.9,1.969,759.3,AF
127,2018-04-06 08:00:00,7.083,63.09,4.685,0.47,0.351,-18.68,-18.72,-0.038,84.5,17.21,759.1,AF
128,2018-04-06 09:00:00,7.338,55.75,3.852,0.862,0.273,-18.27,-18.39,-0.123,84.3,57.69,758.8,AF
129,2018-04-06 10:00:00,8.71,56.34,3.864,1.081,0.251,-17.56,-17.73,-0.172,84.6,108.9,758.3,AF
130,2018-04-06 11:00:00,9.06,62.04,4.212,0.728,0.455,-16.16,-16.33,-0.172,85.3,177.0,758.2,AF
131,2018-04-06 12:00:00,10.63,69.05,3.677,0.316,0.44,-14.92,-15.03,-0.11,85.8,243.9,757.8,AF
132,2018-04-06 13:00:00,9.96,74.23,3.916,0.093,0.288,-14.36,-14.4,-0.047,85.7,309.6,757.7,AF
133,2018-04-06 14:00:00,10.76,79.61,3.34,-0.085,0.394,-14.31,-14.32,-0.005,85.4,362.9,757.6,AF
134,2018-04-06 15:00:00,10.57,85.7,2.96,-0.328,0.457,-14.33,-14.38,-0.057,85.2,367.8,757.6,AF
135,2018-04-06 16:00:00,6.886,97.6,4.097,0.32,0.373,-14.58,-14.62,-0.041,84.8,354.7,757.5,AF
136,2018-04-06 17:00:00,5.841,97.8,4.816,0.222,0.368,-14.16,-14.19,-0.022,85.5,317.8,757.2,AF
137,2018-04-06 18:00:00,9.03,89.4,5.001,0.08,0.53,-12.69,-12.7,-0.003,86.6,269.0,756.9,AF
138,2018-04-06 19:00:00,8.93,83.2,4.943,-0.016,0.378,-12.75,-12.78,-0.031,87.2,165.9,756.8,AF
139,2018-04-06 20:00:00,9.56,76.21,2.917,0.053,0.239,-12.9,-12.92,-0.021,87.8,95.8,756.7,AF
140,2018-04-06 21:00:00,8.76,75.03,3.17,0.082,0.217,-13.23,-13.27,-0.044,88.2,39.52,756.8,AF
141,2018-04-06 22:00:00,9.03,72.48,2.788,0.102,0.235,-13.59,-13.64,-0.052,88.3,10.84,756.7,AF
142,2018-04-06 23:00:00,8.92,70.66,2.907,0.099,0.242,-13.89,-13.94,-0.056,88.3,0.437,756.6,AF
143,2018-04-07 00:00:00,8.82,70.65,2.915,0.106,0.246,-14.12,-14.18,-0.06,88.1,-0.004,756.5,AF
144,2018-04-07 01:00:00,8.15,67.28,3.72,0.345,0.372,-14.57,-14.64,-0.069,87.7,-0.015,756.7,AF
145,2018-04-07 02:00:00,7.666,65.95,3.457,0.37,0.326,-14.91,-14.99,-0.073,87.6,-0.011,756.6,AF
146,2018-04-07 03:00:00,8.04,65.5,3.379,0.476,0.326,-15.06,-15.13,-0.066,87.5,-0.015,756.6,AF
147,2018-04-07 04:00:00,7.666,65.44,3.471,0.423,0.335,-15.35,-15.41,-0.058,87.3,-0.016,756.5,AF
148,2018-04-07 05:00:00,7.251,62.17,3.871,0.687,0.243,-15.66,-15.73,-0.065,87.1,-0.018,756.3,AF
149,2018-04-07 06:00:00,7.352,64.97,3.408,0.45,0.316,-15.86,-15.93,-0.078,86.9,0.04,756.1,AF
150,2018-04-07 07:00:00,6.581,67.66,3.189,0.188,0.261,-15.89,-15.97,-0.072,86.9,2.185,756.0,AF
151,2018-04-07 08:00:00,5.923,65.74,3.643,0.295,0.29,-15.82,-15.9,-0.081,86.7,27.98,755.9,AF
152,2018-04-07 09:00:00,5.741,66.48,3.668,0.278,0.322,-15.56,-15.68,-0.121,86.3,69.51,755.9,AF
153,2018-04-07 10:00:00,5.131,71.42,3.016,0.032,0.159,-15.18,-15.28,-0.1,86.0,119.6,755.8,AF
154,2018-04-07 11:00:00,4.536,79.74,2.746,-0.046,0.188,-14.59,-14.64,-0.053,85.5,201.7,755.9,AF
155,2018-04-07 12:00:00,2.584,79.46,5.937,-0.013,0.185,-13.27,-13.43,-0.166,84.3,285.7,756.0,AF
156,2018-04-07 13:00:00,2.089,55.39,8.18,0.146,0.182,-12.86,-13.28,-0.424,83.3,250.7,756.2,AF
157,2018-04-07 14:00:00,1.105,341.6,24.68,0.097,0.182,-11.04,-11.41,-0.369,81.1,357.7,756.5,AF
158,2018-04-07 15:00:00,1.793,266.6,15.45,0.194,0.18,-10.53,-10.42,0.11,78.45,433.2,756.6,AF
159,2018-04-07 16:00:00,3.389,256.3,7.675,0.365,0.194,-11.66,-12.5,-0.835,78.56,314.3,756.7,AF
160,2018-04-07 17:00:00,3.694,244.9,5.93,0.398,0.202,-11.45,-11.48,-0.029,78.76,592.4,756.9,AF
161,2018-04-07 18:00:00,2.563,221.6,5.055,0.217,0.153,-12.12,-12.18,-0.063,80.3,412.1,757.2,AF
162,2018-04-07 19:00:00,2.568,203.7,3.311,0.187,0.111,-11.4,-13.75,-2.347,81.4,314.3,757.4,AF
163,2018-04-07 20:00:00,2.262,192.9,4.121,0.156,0.099,-12.06,-14.61,-2.551,82.4,211.1,757.7,AF
164,2018-04-07 21:00:00,1.631,170.6,5.893,0.066,0.122,-14.31,-15.56,-1.256,82.9,100.1,758.0,AF
165,2018-04-07 22:00:00,1.66,131.8,6.825,0.057,0.089,-17.49,-16.95,0.535,85.2,21.61,758.3,AF
166,2018-04-07 23:00:00,2.799,122.8,6.533,0.126,0.13,-19.19,-17.46,1.727,86.1,0.796,758.6,AF
167,2018-04-08 00:00:00,2.221,117.8,7.344,0.085,0.151,-20.02,-18.64,1.383,85.9,-0.011,759.0,AF
168,2018-04-08 01:00:00,2.507,140.7,4.028,0.035,0.086,-20.27,-18.23,2.045,84.5,0.073,759.4,AF
169,2018-04-08 02:00:00,0.926,130.4,11.7,0.054,0.107,-21.04,-18.85,2.191,84.2,0.046,759.7,AF
170,2018-04-08 03:00:00,1.23,104.1,10.36,0.011,0.119,-21.18,-18.52,2.663,83.2,-0.073,760.0,AF
171,2018-04-08 04:00:00,2.742,139.1,5.593,-0.018,0.054,-22.56,-19.81,2.746,82.2,0.038,760.2,AF
172,2018-04-08 05:00:00,1.141,158.7,27.29,0.016,0.073,-22.37,-19.42,2.951,82.8,0.009,760.3,AF
173,2018-04-08 06:00:00,0.522,32.07,12.23,0.004,0.045,-23.41,-21.44,1.975,81.5,-0.033,760.6,AF
174,2018-04-08 07:00:00,0.878,51.48,5.866,0.008,0.067,-22.6,-20.91,1.687,83.0,6.063,760.7,AF
175,2018-04-08 08:00:00,1.739,78.59,6.295,-0.039,0.134,-22.12,-19.89,2.236,78.57,66.91,760.9,AF
176,2018-04-08 09:00:00,1.855,83.1,7.783,-0.046,0.15,-20.87,-19.98,0.886,73.19,182.6,760.9,AF
177,2018-04-08 10:00:00,1.682,101.1,7.331,0.036,0.116,-19.78,-19.51,0.262,71.72,304.4,760.9,AF
178,2018-04-08 11:00:00,1.481,79.02,7.17,-0.01,0.133,-18.96,-19.11,-0.153,71.59,363.0,761.0,AF
179,2018-04-08 12:00:00,2.042,71.82,5.103,0.003,0.114,-17.91,-18.25,-0.343,73.3,471.7,761.1,AF
180,2018-04-08 13:00:00,1.662,74.5,5.625,0.013,0.127,-16.26,-16.0,0.257,76.97,565.3,761.1,AF
181,2018-04-08 14:00:00,2.263,71.11,5.757,0.032,0.14,-15.93,-14.62,1.301,79.65,588.5,761.1,AF
182,2018-04-08 15:00:00,4.187,63.86,4.15,0.235,0.212,-15.95,-15.07,0.876,80.6,587.9,761.0,AF
183,2018-04-08 16:00:00,4.897,73.49,2.993,0.011,0.14,-16.14,-15.69,0.453,82.7,518.0,761.0,AF
184,2018-04-08 17:00:00,4.976,79.26,3.238,-0.116,0.212,-16.05,-15.38,0.669,83.6,449.7,760.8,AF
185,2018-04-08 18:00:00,4.909,87.9,2.705,-0.104,0.228,-15.71,-15.35,0.352,84.8,363.0,760.7,AF
186,2018-04-08 19:00:00,3.989,87.6,2.188,-0.155,0.195,-15.83,-15.75,0.083,85.7,238.5,760.5,AF
187,2018-04-08 20:00:00,3.387,72.79,2.652,-0.024,0.138,-16.72,-16.43,0.287,85.6,154.5,760.2,AF
188,2018-04-08 21:00:00,4.098,75.84,2.39,-0.02,0.114,-18.03,-17.31,0.723,86.5,60.25,759.9,AF
189,2018-04-08 22:00:00,4.942,83.9,5.385,-0.113,0.192,-19.32,-18.47,0.848,85.5,14.42,759.6,AF
190,2018-04-08 23:00:00,5.178,78.33,4.973,-0.078,0.192,-20.54,-19.69,0.847,83.9,0.758,759.3,AF
191,2018-04-09 00:00:00,6.609,87.7,2.415,-0.217,0.211,-21.21,-20.61,0.599,82.9,-0.038,759.1,AF
192,2018-04-09 01:00:00,5.609,83.7,3.373,-0.213,0.199,-21.88,-21.15,0.736,82.5,-0.024,758.9,AF
193,2018-04-09 02:00:00,5.742,77.45,5.541,-0.106,0.248,-21.45,-20.77,0.686,83.0,-0.011,758.7,AF
194,2018-04-09 03:00:00,4.685,70.39,3.249,0.017,0.155,-20.27,-19.73,0.537,84.0,0.003,758.4,AF
195,2018-04-09 04:00:00,4.522,72.62,3.9,0.011,0.135,-20.15,-19.47,0.684,83.5,-0.003,758.1,AF
196,2018-04-09 05:00:00,5.934,76.38,2.99,0.011,0.136,-20.18,-19.63,0.543,83.5,-0.006,757.7,AF
197,2018-04-09 06:00:00,4.529,73.29,2.655,-0.014,0.122,-21.17,-20.54,0.632,82.5,0.102,757.5,AF
198,2018-04-09 07:00:00,4.554,74.09,2.901,-0.009,0.122,-21.95,-21.36,0.594,82.0,7.709,757.4,AF
199,2018-04-09 08:00:00,3.648,70.12,3.854,0.004,0.11,-21.36,-21.37,-0.019,81.1,51.51,757.3,AF
200,2018-04-09 09:00:00,2.919,75.98,5.749,0.003,0.113,-19.66,-20.48,-0.819,80.4,122.5,757.3,AF
201,2018-04-09 10:00:00,4.166,82.2,3.721,-0.035,0.117,-19.19,-19.84,-0.652,80.1,196.2,757.2,AF
202,2018-04-09 11:00:00,4.176,85.4,3.917,0.053,0.147,-17.97,-18.77,-0.797,80.5,307.4,757.1,AF
203,2018-04-09 12:00:00,2.885,111.1,6.593,0.185,0.145,-16.88,-16.28,0.592,80.9,394.4,757.2,AF
204,2018-04-09 13:00:00,3.641,97.0,4.89,0.316,0.176,-16.53,-16.12,0.416,81.7,491.0,757.2,AF
205,2018-04-09 14:00:00,3.898,101.1,5.047,0.215,0.261,-16.33,-14.99,1.34,82.1,625.7,757.1,AF
206,2018-04-09 15:00:00,3.971,94.4,4.234,0.123,0.267,-15.79,-14.52,1.279,81.6,648.5,757.0,AF
207,2018-04-09 16:00:00,4.612,95.7,4.05,0.169,0.292,-15.43,-14.55,0.88,81.5,628.9,756.8,AF
