,Timestamp,Primary 10-meter Scalar Wind Speed (m/s),Primary 10-meter Scalar Wind Direction (degrees),Primary 10-meter Wind Direction Standard Deviation (degrees),Primary 10-meter Vertical Wind Speed (m/s),Primary 10-meter Vertical Wind Speed Standard Deviation(m/s),Primary 2 m Temperature (C),Primary 10 m Temperature (C),Primary 10-2 m Temperature Difference (C),Primary Relative Humidity (%),Primary Total Solar Radiation,Primary Barometric Pressure (mb),junk
20,2019-01-03 20:00:00,7.152,BJ,BJ,0.063,0.113,-22.16,-22.049,0.111,82.0,0.0,754.8,AF
21,2019-01-03 21:00:00,7.251,BJ,BJ,0.018,0.071,-23.174,-22.982,0.192,81.3,0.0,755.2,AF
22,2019-01-03 22:00:00,5.759,BJ,BJ,0.084,0.086,-24.469,-24.043,0.426,80.6,0.121,755.5,AF
23,2019-01-03 23:00:00,5.9,BJ,BJ,0.043,0.073,-25.624,-24.913,0.711,79.86,0.121,755.8,AF
24,2019-01-04 00:00:00,5.315,BJ,BJ,0.056,0.079,-27.086,-25.91,1.176,79.12,0.121,756.1,AF
25,2019-01-04 01:00:00,4.129,BJ,BJ,0.049,0.066,-27.407,-26.025,1.382,78.47,0.121,756.3,AF
26,2019-01-04 02:00:00,3.858,BJ,BJ,0.011,0.039,-28.087,-25.973,2.114,77.86,0.121,756.5,AF
27,2019-01-04 03:00:00,3.209,BJ,BJ,-0.001,0.003,-28.279,-25.603,2.676,77.24,0.121,756.7,AF
28,2019-01-04 04:00:00,2.469,BJ,BJ,0.003,0.026,-28.626,-25.258,3.368,76.72,0.121,756.7,AF
29,2019-01-04 05:00:00,2.364,BJ,BJ,-0.006,0.023,-29.562,-25.539,4.023,76.41,0.121,756.6,AF
30,2019-01-04 06:00:00,2.554,BJ,BJ,0.06,0.072,-29.344,-25.424,3.92,76.25,0.242,756.5,AF
31,2019-01-04 07:00:00,2.62,BJ,BJ,0.094,0.064,-28.228,-25.245,2.983,76.68,0.121,756.4,AF
32,2019-01-04 08:00:00,3.494,BJ,BJ,0.178,0.024,-29.075,-26.357,2.718,76.7,0.121,756.5,AF
33,2019-01-04 09:00:00,4.204,BJ,BJ,0.241,0.044,-28.575,-25.564,3.011,76.69,0.121,756.3,AF
34,2019-01-04 10:00:00,3.867,BJ,BJ,0.233,0.039,-28.203,-26.063,2.14,76.98,0.121,756.4,AF
35,2019-01-04 11:00:00,3.975,BJ,BJ,0.251,0.042,-28.369,-26.421,1.948,77.05,0.121,756.1,AF
36,2019-01-04 12:00:00,3.176,BJ,BJ,0.173,0.128,-28.6,-26.881,1.719,76.87,0.363,756.0,AF
37,2019-01-04 13:00:00,3.89,BJ,BJ,0.246,0.048,-28.049,-26.421,1.628,77.22,1.483,755.8,AF
38,2019-01-04 14:00:00,3.657,BJ,BJ,0.22,0.064,-28.498,-27.06,1.438,77.05,1.725,755.8,AF
39,2019-01-04 15:00:00,3.873,BJ,BJ,0.199,0.089,-29.909,-28.044,1.865,76.05,0.741,755.7,AF
40,2019-01-04 16:00:00,2.739,BJ,BJ,0.12,0.132,-29.601,-28.581,1.02,76.3,0.242,755.6,AF
41,2019-01-04 17:00:00,3.846,BJ,BJ,0.251,0.06,-29.37,-28.172,1.198,76.37,0.0,755.4,AF
42,2019-01-04 18:00:00,4.138,BJ,BJ,0.226,0.095,-29.55,-28.325,1.225,76.1,0.0,755.3,AF
43,2019-01-04 19:00:00,2.32,BJ,BJ,0.061,0.12,-29.601,-28.734,0.867,76.37,0.121,755.3,AF
44,2019-01-04 20:00:00,3.857,BJ,BJ,0.202,0.131,-28.203,-27.073,1.13,76.89,0.121,755.2,AF
45,2019-01-04 21:00:00,2.841,BJ,BJ,0.149,0.166,-28.446,-27.558,0.888,77.09,0.0,755.2,AF
46,2019-01-04 22:00:00,4.363,BJ,BJ,0.16,0.154,-27.946,-26.817,1.129,77.13,0.0,755.0,AF
47,2019-01-04 23:00:00,4.442,BJ,BJ,0.142,0.122,-29.562,-27.188,2.374,76.1,0.0,754.9,AF
48,2019-01-05 00:00:00,3.2,BJ,BJ,0.12,0.113,-29.934,-28.53,1.404,75.82,0.0,755.1,AF
49,2019-01-05 01:00:00,2.788,BJ,BJ,0.032,0.067,-30.435,-28.811,1.624,75.43,0.0,755.2,AF
50,2019-01-05 02:00:00,2.987,BJ,BJ,0.045,0.074,-30.242,-28.006,2.236,75.69,0.0,755.3,AF
51,2019-01-05 03:00:00,0.932,BJ,BJ,0.014,0.038,-32.321,-29.604,2.717,74.29,0.121,755.6,AF
52,2019-01-05 04:00:00,0.56,BJ,BJ,0.001,0.018,-32.077,-30.166,1.911,74.28,0.121,755.9,AF
53,2019-01-05 05:00:00,0.582,BJ,BJ,0.002,0.016,-32.128,-30.869,1.259,74.17,0.121,756.2,AF
54,2019-01-05 06:00:00,1.105,BJ,BJ,0.005,0.024,-32.0,-30.971,1.029,73.93,0.121,756.5,AF
55,2019-01-05 07:00:00,3.247,BJ,BJ,0.01,0.036,-31.487,-28.99,2.497,73.72,0.121,756.7,AF
56,2019-01-05 08:00:00,5.123,BJ,BJ,0.047,0.079,-31.538,-29.706,1.832,73.67,0.0,757.1,AF
57,2019-01-05 09:00:00,4.923,BJ,BJ,0.067,0.09,-30.948,-29.092,1.856,74.04,0.0,757.5,AF
58,2019-01-05 10:00:00,4.969,BJ,BJ,0.112,0.087,-31.423,-29.463,1.96,74.33,0.0,758.0,AF
59,2019-01-05 11:00:00,5.627,BJ,BJ,0.125,0.085,-32.462,-30.805,1.657,74.15,0.0,758.4,AF
60,2019-01-05 12:00:00,4.842,BJ,BJ,0.031,0.082,-32.577,-31.099,1.478,73.8,0.242,758.9,AF
61,2019-01-05 13:00:00,5.38,BJ,BJ,0.045,0.081,-32.577,-30.856,1.721,73.61,1.104,759.3,AF
62,2019-01-05 14:00:00,5.023,BJ,BJ,-0.011,0.042,-32.68,-31.125,1.555,73.54,1.483,759.6,AF
63,2019-01-05 15:00:00,4.187,BJ,BJ,0.011,0.058,-32.59,-31.227,1.363,73.44,0.741,760.0,AF
64,2019-01-05 16:00:00,3.946,BJ,BJ,-0.002,0.037,-32.282,-31.214,1.068,73.32,0.121,760.3,AF
65,2019-01-05 17:00:00,3.977,BJ,BJ,0.029,0.092,-32.192,-31.112,1.08,73.39,0.0,760.6,AF
66,2019-01-05 18:00:00,3.471,BJ,BJ,0.074,0.091,-31.897,-30.882,1.015,73.43,0.0,760.9,AF
67,2019-01-05 19:00:00,3.868,BJ,BJ,0.24,0.048,-31.025,-30.051,0.974,74.08,0.0,761.2,AF
68,2019-01-05 20:00:00,3.843,BJ,BJ,0.273,0.068,-30.832,-30.0,0.832,74.6,0.0,761.5,AF
69,2019-01-05 21:00:00,3.367,BJ,BJ,0.258,0.121,-30.679,-29.923,0.756,74.67,0.0,761.7,AF
70,2019-01-05 22:00:00,3.037,BJ,BJ,0.189,0.073,-30.743,-30.038,0.705,74.65,0.0,762.1,AF
71,2019-01-05 23:00:00,3.443,BJ,BJ,0.273,0.058,-30.935,-29.923,1.012,74.54,0.0,762.4,AF
72,2019-01-06 00:00:00,2.55,BJ,BJ,0.184,0.052,-30.435,-29.744,0.691,74.61,0.0,762.6,AF
73,2019-01-06 01:00:00,2.513,BJ,BJ,0.154,0.067,-30.602,-29.808,0.794,74.67,0.0,762.9,AF
74,2019-01-06 02:00:00,2.232,BJ,BJ,0.051,0.065,-30.627,-29.795,0.832,74.63,0.0,763.1,AF
75,2019-01-06 03:00:00,2.354,BJ,BJ,0.021,0.037,-30.999,-30.128,0.871,74.53,0.0,763.3,AF
76,2019-01-06 04:00:00,1.724,BJ,BJ,0.008,0.023,-31.256,-30.434,0.822,74.38,0.0,763.4,AF
77,2019-01-06 05:00:00,2.193,BJ,BJ,0.025,0.041,-31.23,-30.204,1.026,74.15,0.0,763.5,AF
78,2019-01-06 06:00:00,1.782,BJ,BJ,0.001,0.009,-31.166,-30.294,0.872,74.03,0.0,763.6,AF
79,2019-01-06 07:00:00,1.646,BJ,BJ,0.0,0.006,-32.103,-30.46,1.643,73.96,0.0,763.6,AF
80,2019-01-06 08:00:00,2.884,BJ,BJ,0.042,0.058,-32.077,-30.626,1.451,73.79,0.0,763.7,AF
81,2019-01-06 09:00:00,2.734,BJ,BJ,0.036,0.063,-32.449,-30.895,1.554,73.62,0.0,763.8,AF
82,2019-01-06 10:00:00,1.608,BJ,BJ,0.008,0.022,-32.795,-31.265,1.53,73.46,0.0,763.9,AF
83,2019-01-06 11:00:00,1.574,BJ,BJ,0.0,0.009,-33.283,-31.419,1.864,73.16,0.0,764.0,AF
84,2019-01-06 12:00:00,2.034,BJ,BJ,0.002,0.019,-33.796,-31.521,2.275,72.89,0.363,764.1,AF
85,2019-01-06 13:00:00,1.732,BJ,BJ,0.0,0.006,-34.373,-32.301,2.072,72.58,1.225,764.1,AF
86,2019-01-06 14:00:00,1.781,BJ,BJ,0.003,0.019,-34.797,-32.16,2.637,72.26,1.846,764.0,AF
87,2019-01-06 15:00:00,1.79,BJ,BJ,0.013,0.034,-34.681,-32.364,2.317,71.96,0.862,764.0,AF
88,2019-01-06 16:00:00,2.04,BJ,BJ,0.023,0.046,-34.899,-33.093,1.806,71.75,0.121,764.0,AF
89,2019-01-06 17:00:00,2.005,BJ,BJ,0.009,0.03,-35.169,-32.825,2.344,71.65,0.121,764.1,AF
90,2019-01-06 18:00:00,0.932,BJ,BJ,0.003,0.015,-35.181,-33.579,1.602,71.46,0.0,764.2,AF
91,2019-01-06 19:00:00,1.193,BJ,BJ,0.0,0.012,-35.425,-33.528,1.897,71.27,0.121,764.1,AF
92,2019-01-06 20:00:00,1.885,BJ,BJ,0.006,0.027,-35.464,-33.4,2.064,71.12,0.0,764.1,AF
93,2019-01-06 21:00:00,2.051,BJ,BJ,0.007,0.032,-35.592,-33.911,1.681,71.1,0.0,764.1,AF
94,2019-01-06 22:00:00,1.793,BJ,BJ,0.031,0.079,-35.117,-33.31,1.807,71.1,0.0,764.2,AF
95,2019-01-06 23:00:00,1.727,BJ,BJ,0.017,0.043,-35.541,-33.681,1.86,71.12,0.0,764.2,AF
96,2019-01-07 00:00:00,1.314,BJ,BJ,0.022,0.039,-35.477,-34.358,1.119,71.1,0.0,764.5,AF
97,2019-01-07 01:00:00,1.544,BJ,BJ,0.004,0.016,-34.989,-33.975,1.014,71.09,0.0,764.7,AF
98,2019-01-07 02:00:00,1.392,BJ,BJ,0.006,0.021,-35.541,-33.873,1.668,71.17,0.0,764.7,AF
99,2019-01-07 03:00:00,1.257,BJ,BJ,0.009,0.029,-35.861,-34.256,1.605,71.16,0.0,764.9,AF
100,2019-01-07 04:00:00,1.701,BJ,BJ,0.011,0.027,-35.99,-34.103,1.887,71.05,0.0,765.0,AF
101,2019-01-07 05:00:00,1.342,BJ,BJ,0.005,0.02,-35.566,-33.962,1.604,70.88,0.0,765.2,AF
102,2019-01-07 06:00:00,1.052,BJ,BJ,0.0,0.005,-36.092,-34.64,1.452,70.82,0.0,765.3,AF
103,2019-01-07 07:00:00,1.348,BJ,BJ,0.007,0.023,-36.259,-34.243,2.016,70.72,0.0,765.4,AF
104,2019-01-07 08:00:00,1.089,BJ,BJ,0.0,0.008,-36.529,-34.55,1.979,70.61,0.0,765.5,AF
105,2019-01-07 09:00:00,1.702,BJ,BJ,0.02,0.041,-36.695,-33.208,3.487,70.47,0.121,765.5,AF
106,2019-01-07 10:00:00,1.691,BJ,BJ,0.003,0.017,-36.131,-34.179,1.952,70.33,0.0,765.7,AF
107,2019-01-07 11:00:00,1.173,BJ,BJ,0.004,0.022,-36.413,-34.192,2.221,70.36,0.121,765.9,AF
108,2019-01-07 12:00:00,1.857,BJ,BJ,0.036,0.052,-37.234,-34.934,2.3,70.35,0.363,766.2,AF
109,2019-01-07 13:00:00,1.639,BJ,BJ,0.008,0.028,-36.554,-34.41,2.144,70.23,1.225,766.3,AF
110,2019-01-07 14:00:00,1.452,BJ,BJ,0.001,0.015,-36.644,-33.962,2.682,70.22,1.846,766.4,AF
111,2019-01-07 15:00:00,1.664,BJ,BJ,0.008,0.024,-36.875,-33.809,3.066,70.26,1.104,766.5,AF
112,2019-01-07 16:00:00,1.707,BJ,BJ,0.011,0.027,-36.875,-33.515,3.36,70.19,0.242,766.5,AF
113,2019-01-07 17:00:00,1.315,BJ,BJ,0.015,0.032,-36.772,-34.55,2.222,70.09,0.0,766.7,AF
114,2019-01-07 18:00:00,1.261,BJ,BJ,0.006,0.023,-36.888,-34.333,2.555,70.08,0.0,766.8,AF
115,2019-01-07 19:00:00,1.132,BJ,BJ,0.001,0.006,-36.426,-34.588,1.838,70.1,0.0,766.8,AF
116,2019-01-07 20:00:00,0.983,BJ,BJ,0.002,0.008,-36.477,-34.512,1.965,70.12,0.0,766.8,AF
117,2019-01-07 21:00:00,1.004,BJ,BJ,0.01,0.028,-37.208,-34.819,2.389,70.17,0.121,767.0,AF
118,2019-01-07 22:00:00,0.599,BJ,BJ,0.001,0.008,-37.581,-35.061,2.52,70.04,0.121,766.9,AF
119,2019-01-07 23:00:00,1.049,BJ,BJ,0.004,0.03,-37.94,-35.56,2.38,69.79,0.0,767.0,AF
120,2019-01-08 00:00:00,1.473,BJ,BJ,0.007,0.022,-38.081,-35.445,2.636,69.59,0.0,767.1,AF
121,2019-01-08 01:00:00,1.537,BJ,BJ,0.012,0.028,-37.978,-35.918,2.06,69.43,0.0,767.2,AF
122,2019-01-08 02:00:00,1.762,BJ,BJ,0.042,0.054,-38.119,-35.982,2.137,69.35,0.0,767.4,AF
123,2019-01-08 03:00:00,1.87,BJ,BJ,0.004,0.02,-37.991,-36.519,1.472,69.31,0.0,767.5,AF
124,2019-01-08 04:00:00,1.906,BJ,BJ,0.028,0.044,-38.645,-36.94,1.705,69.33,0.0,767.5,AF
125,2019-01-08 05:00:00,2.849,BJ,BJ,0.107,0.12,-38.453,-36.429,2.024,69.23,0.121,767.5,AF
126,2019-01-08 06:00:00,2.79,BJ,BJ,0.064,0.08,-38.183,-36.135,2.048,69.09,0.0,767.5,AF
127,2019-01-08 07:00:00,2.645,BJ,BJ,0.106,0.064,-38.94,-37.49,1.45,69.12,0.0,767.7,AF
128,2019-01-08 08:00:00,2.843,BJ,BJ,0.141,0.085,-39.3,-38.257,1.043,69.02,0.0,767.8,AF
129,2019-01-08 09:00:00,2.658,BJ,BJ,0.042,0.054,-39.312,-38.295,1.017,68.89,0.0,767.8,AF
130,2019-01-08 10:00:00,3.062,BJ,BJ,0.171,0.085,-39.389,-38.116,1.273,68.78,0.0,767.9,AF
131,2019-01-08 11:00:00,2.98,BJ,BJ,0.091,0.087,-39.505,-38.231,1.274,68.69,0.0,768.0,AF
132,2019-01-08 12:00:00,3.127,BJ,BJ,0.089,0.108,-39.607,-38.538,1.069,68.62,0.363,768.3,AF
133,2019-01-08 13:00:00,2.77,BJ,BJ,0.082,0.087,-39.813,-38.794,1.019,68.55,1.483,768.5,AF
134,2019-01-08 14:00:00,2.981,BJ,BJ,0.147,0.095,-39.838,-38.781,1.057,68.44,2.088,768.5,AF
135,2019-01-08 15:00:00,3.363,BJ,BJ,0.132,0.113,-39.569,-38.589,0.98,68.41,1.104,768.4,AF
136,2019-01-08 16:00:00,3.01,BJ,BJ,0.091,0.101,-38.376,-38.078,0.298,68.59,0.121,768.4,AF
137,2019-01-08 17:00:00,2.982,BJ,BJ,0.105,0.092,-37.427,-37.209,0.218,68.97,0.0,768.5,AF
138,2019-01-08 18:00:00,3.35,BJ,BJ,0.173,0.136,-37.645,-37.464,0.181,69.35,0.0,768.6,AF
139,2019-01-08 19:00:00,2.879,BJ,BJ,0.139,0.076,-37.837,-37.49,0.347,69.51,0.0,768.7,AF
140,2019-01-08 20:00:00,2.789,BJ,BJ,0.093,0.12,-37.953,-37.516,0.437,69.5,0.0,768.6,AF
141,2019-01-08 21:00:00,3.619,BJ,BJ,0.205,0.136,-38.068,-37.209,0.859,69.44,0.0,768.5,AF
142,2019-01-08 22:00:00,3.303,BJ,BJ,0.174,0.078,-37.799,-37.349,0.45,69.44,0.0,768.6,AF
143,2019-01-08 23:00:00,2.814,BJ,BJ,0.091,0.101,-37.504,-37.183,0.321,69.46,0.0,768.6,AF
144,2019-01-09 00:00:00,3.755,BJ,BJ,0.087,0.117,-37.863,-37.196,0.667,69.51,0.0,768.5,AF
145,2019-01-09 01:00:00,3.894,BJ,BJ,0.223,0.124,-37.67,-37.081,0.589,69.57,0.0,768.6,AF
146,2019-01-09 02:00:00,3.974,BJ,BJ,0.29,0.081,-38.209,-37.631,0.578,69.52,0.0,768.6,AF
147,2019-01-09 03:00:00,4.128,BJ,BJ,0.209,0.161,-38.44,-37.873,0.567,69.36,0.0,768.5,AF
148,2019-01-09 04:00:00,4.13,BJ,BJ,0.209,0.145,-38.568,-38.014,0.554,69.23,0.0,768.3,AF
149,2019-01-09 05:00:00,3.79,BJ,BJ,0.08,0.108,-38.248,-37.861,0.387,69.25,0.0,768.2,AF
150,2019-01-09 06:00:00,4.226,BJ,BJ,0.031,0.069,-37.773,-37.49,0.283,69.3,0.0,768.1,AF
151,2019-01-09 07:00:00,4.431,BJ,BJ,0.142,0.15,-37.427,-37.196,0.231,69.48,0.0,768.1,AF
152,2019-01-09 08:00:00,4.228,BJ,BJ,0.245,0.075,-37.388,-37.043,0.345,69.65,0.0,768.0,AF
153,2019-01-09 09:00:00,3.694,BJ,BJ,0.16,0.087,-37.427,-37.209,0.218,69.72,0.0,768.0,AF
154,2019-01-09 10:00:00,4.149,BJ,BJ,0.16,0.079,-37.606,-37.234,0.372,69.68,0.0,768.0,AF
155,2019-01-09 11:00:00,3.973,BJ,BJ,0.092,0.113,-38.055,-37.605,0.45,69.57,0.0,768.0,AF
156,2019-01-09 12:00:00,3.849,BJ,BJ,0.156,0.094,-38.106,-37.669,0.437,69.44,0.363,768.0,AF
157,2019-01-09 13:00:00,3.162,BJ,BJ,0.116,0.077,-37.953,-37.464,0.489,69.37,1.347,768.1,AF
158,2019-01-09 14:00:00,3.226,BJ,BJ,0.097,0.088,-38.504,-37.452,1.052,69.29,1.967,768.1,AF
159,2019-01-09 15:00:00,3.276,BJ,BJ,0.093,0.095,-39.248,-37.682,1.566,69.09,1.104,768.1,AF
160,2019-01-09 16:00:00,2.929,BJ,BJ,0.084,0.072,-39.197,-37.925,1.272,68.85,0.242,768.1,AF
161,2019-01-09 17:00:00,1.927,BJ,BJ,0.019,0.033,-39.569,-38.142,1.427,68.63,0.121,768.2,AF
162,2019-01-09 18:00:00,1.101,BJ,BJ,0.0,0.004,-39.8,-38.193,1.607,68.42,0.121,768.4,AF
163,2019-01-09 19:00:00,0.919,BJ,BJ,0.001,0.006,-39.851,-38.346,1.505,68.13,0.121,768.5,AF
164,2019-01-09 20:00:00,1.317,BJ,BJ,0.009,0.023,-40.262,-38.372,1.89,67.88,0.121,768.6,AF
165,2019-01-09 21:00:00,1.173,BJ,BJ,0.034,0.042,-40.275,-38.947,1.328,67.67,0.121,768.7,AF
166,2019-01-09 22:00:00,1.112,BJ,BJ,0.05,0.049,-40.672,-39.727,0.945,67.52,0.121,768.8,AF
167,2019-01-09 23:00:00,0.61,BJ,BJ,IL,IL,-41.455,-40.366,1.089,67.47,0.121,768.8,AF
168,2019-01-10 00:00:00,0.159,BJ,BJ,IL,IL,-41.288,-40.686,0.602,67.3,0.121,769.0,AF
169,2019-01-10 01:00:00,0.415,BJ,BJ,IL,IL,-41.468,-40.852,0.616,67.02,0.121,769.2,AF
170,2019-01-10 02:00:00,0.062,BJ,BJ,IL,IL,-41.84,-41.005,0.835,66.81,0.121,769.4,AF
171,2019-01-10 03:00:00,0.591,BJ,BJ,IL,IL,-42.058,-41.286,0.772,66.7,0.121,769.2,AF
172,2019-01-10 04:00:00,1.11,BJ,BJ,0.008,0.021,-42.096,-41.389,0.707,66.7,0.121,769.2,AF
173,2019-01-10 05:00:00,0.817,BJ,BJ,0.004,0.012,-41.686,-41.005,0.681,66.8,0.0,769.3,AF
174,2019-01-10 06:00:00,0.844,BJ,BJ,0.0,0.004,-41.339,-40.66,0.679,67.13,0.0,769.2,AF
175,2019-01-10 07:00:00,0.307,BJ,BJ,0.0,0.003,-40.942,-40.609,0.333,67.34,0.121,769.2,AF
176,2019-01-10 08:00:00,0.509,BJ,BJ,0.009,0.022,-40.929,-40.481,0.448,67.35,0.121,769.1,AF
177,2019-01-10 09:00:00,1.091,BJ,BJ,0.036,0.033,-40.942,-40.187,0.755,67.29,0.121,769.1,AF
178,2019-01-10 10:00:00,1.389,BJ,BJ,0.072,0.041,-40.582,-39.752,0.83,67.29,0.0,769.0,AF
179,2019-01-10 11:00:00,2.111,BJ,BJ,0.058,0.071,-39.787,-39.573,0.214,67.37,0.0,768.8,AF
180,2019-01-10 12:00:00,2.192,BJ,BJ,0.091,0.087,-39.197,-39.011,0.186,67.63,0.363,768.6,AF
181,2019-01-10 13:00:00,2.144,BJ,BJ,0.249,0.041,-38.44,-38.027,0.413,68.15,1.483,768.4,AF
182,2019-01-10 14:00:00,1.962,BJ,BJ,0.082,0.079,-38.735,-37.861,0.874,68.59,2.088,768.1,AF
183,2019-01-10 15:00:00,2.262,BJ,BJ,0.183,0.06,-38.594,-37.861,0.733,68.61,0.983,767.8,AF
184,2019-01-10 16:00:00,2.177,BJ,BJ,0.146,0.065,-37.722,-37.17,0.552,68.72,0.242,767.3,AF
185,2019-01-10 17:00:00,1.754,BJ,BJ,0.126,0.061,-37.26,-36.519,0.741,68.87,0.121,766.9,AF
186,2019-01-10 18:00:00,1.616,BJ,BJ,0.033,0.043,-37.901,-35.79,2.111,69.01,0.121,766.6,AF
187,2019-01-10 19:00:00,1.036,BJ,BJ,0.011,0.037,-36.631,-35.419,1.212,69.11,0.0,766.4,AF
188,2019-01-10 20:00:00,0.214,BJ,BJ,0.0,0.006,-35.092,-34.473,0.619,69.25,0.0,766.2,AF
189,2019-01-10 21:00:00,0.733,BJ,BJ,0.008,0.017,-34.45,-33.515,0.935,69.76,0.0,765.9,AF
190,2019-01-10 22:00:00,1.449,BJ,BJ,0.036,0.042,-32.885,-32.083,0.802,71.22,0.0,765.4,AF
191,2019-01-10 23:00:00,2.703,BJ,BJ,0.15,0.056,-31.846,-31.176,0.67,72.67,0.0,765.1,AF
192,2019-01-11 00:00:00,2.995,BJ,BJ,0.186,0.091,-31.051,-30.601,0.45,73.4,0.0,764.8,AF
193,2019-01-11 01:00:00,3.799,BJ,BJ,0.304,0.104,-30.165,-29.757,0.408,74.05,0.0,764.5,AF
194,2019-01-11 02:00:00,4.183,BJ,BJ,0.281,0.093,-30.011,-29.706,0.305,74.35,0.0,764.3,AF
195,2019-01-11 03:00:00,4.695,BJ,BJ,0.345,0.112,-29.883,-29.655,0.228,74.5,0.0,764.0,AF
196,2019-01-11 04:00:00,4.595,BJ,BJ,0.375,0.123,-30.165,-30.038,0.127,74.46,0.0,763.7,AF
197,2019-01-11 05:00:00,4.77,BJ,BJ,0.398,0.078,-31.012,-30.716,0.296,73.89,0.0,763.7,AF
198,2019-01-11 06:00:00,5.05,BJ,BJ,0.428,0.122,-31.089,-30.843,0.246,73.83,0.0,763.4,AF
199,2019-01-11 07:00:00,5.016,BJ,BJ,0.388,0.124,-30.614,-30.46,0.154,74.16,0.0,763.2,AF
200,2019-01-11 08:00:00,4.852,BJ,BJ,0.38,0.126,-30.332,-30.23,0.102,74.41,0.0,763.1,AF
201,2019-01-11 09:00:00,4.142,BJ,BJ,0.344,0.126,-30.512,-30.396,0.116,74.3,0.0,763.2,AF
202,2019-01-11 10:00:00,4.774,BJ,BJ,0.41,0.122,-30.781,-30.779,0.002,74.18,0.0,763.0,AF
203,2019-01-11 11:00:00,4.111,BJ,BJ,0.353,0.083,-32.013,-31.994,0.019,73.44,0.0,763.0,AF
204,2019-01-11 12:00:00,3.863,BJ,BJ,0.306,0.091,-32.603,-32.313,0.29,72.97,0.363,763.0,AF
205,2019-01-11 13:00:00,4.048,BJ,BJ,0.353,0.119,-31.718,-31.598,0.12,73.51,1.104,763.0,AF
206,2019-01-11 14:00:00,4.061,BJ,BJ,0.34,0.099,-31.679,-31.649,0.03,73.6,1.483,763.1,AF
207,2019-01-11 15:00:00,3.961,BJ,BJ,0.326,0.085,-32.013,-31.904,0.109,73.44,0.983,762.9,AF
208,2019-01-11 16:00:00,3.498,BJ,BJ,0.301,0.049,-33.129,-32.876,0.253,72.81,0.242,762.8,AF
209,2019-01-11 17:00:00,3.492,BJ,BJ,0.289,0.078,-33.206,-32.94,0.266,72.7,0.0,762.8,AF
210,2019-01-11 18:00:00,3.257,BJ,BJ,0.235,0.071,-32.962,-32.697,0.265,72.78,0.0,762.9,AF
