Timestamp,Primary 10-meter Scalar Wind Speed (m/s),Primary 10-meter Scalar Wind Direction (degrees),Primary 10-meter Wind Direction Standard Deviation (degrees),Primary 10-meter Vertical Wind Speed (m/s),Primary 10-meter Vertical Wind Speed Standard Deviation(m/s),Primary 2 m Temperature (C),Primary 10 m Temperature (C),Primary 10-2 m Temperature Difference (C),Primary Relative Humidity (%),Primary Total Solar Radiation,Primary Barometric Pressure (mb),junk
4/3/2018 2:00,2.447,37.8,2.999,0.033,0.1,-23.62,-22.44,1.18,81.4,-0.001,776.1,AF
4/3/2018 3:00,2.375,36.33,5.44,0.049,0.14,-24.42,-23.32,1.108,80.8,-0.002,776.2,AF
4/3/2018 4:00,2.103,31.32,7.091,0.028,0.119,-25.21,-23.93,1.275,80.4,-0.002,776.3,AF
4/3/2018 5:00,2.022,28.18,8.06,0.034,0.157,-25.37,-24.2,1.17,80.4,-0.001,776.5,AF
4/3/2018 6:00,1.897,25.7,5.714,0.035,0.105,-25.77,-24.52,1.256,79.94,-0.005,776.7,AF
4/3/2018 7:00,1.637,8.98,6.063,0.071,0.104,-26.28,-24.88,1.394,79.85,0.945,776.9,AF
4/3/2018 8:00,1.613,344.9,8.73,0.125,0.118,-26.12,-25.37,0.753,78.9,25.78,777.2,AF
4/3/2018 9:00,1.355,308.9,9.57,0.137,0.117,-24.47,-24.63,-0.169,77.47,108.8,777.2,AF
4/3/2018 10:00,1.406,316.2,8.74,0.153,0.113,-23.05,-23.02,0.034,76.25,224.4,777,AF
4/3/2018 11:00,1.648,302.9,6.577,0.199,0.111,-22.05,-21.87,0.179,75.45,288.6,777.1,AF
4/3/2018 12:00,2.134,305.8,8.16,0.317,0.13,-22.35,-22.46,-0.112,78.09,200.3,777.1,AF
4/3/2018 13:00,2.741,342,8.83,0.333,0.181,-20.95,-21.21,-0.26,79.81,213.9,777.1,AF
4/3/2018 14:00,3.731,13.82,6.931,0.282,0.204,-19.33,-20.49,-1.155,80.8,234.6,777,AF
4/3/2018 15:00,3.587,37.14,5.551,0.271,0.219,-18.66,-20.23,-1.564,80.5,237.5,777,AF
4/3/2018 16:00,2.832,40.46,4.967,0.205,0.208,-18.1,-19.66,-1.56,80.6,223.3,776.9,AF
4/3/2018 17:00,2.779,39.8,6.53,0.224,0.213,-17.82,-19.27,-1.457,81,204.4,776.8,AF
4/3/2018 18:00,2.967,42.34,7.092,0.228,0.211,-17.77,-19,-1.233,81.5,173.1,776.6,AF
4/3/2018 19:00,3.65,51.31,4.339,0.358,0.181,-18.26,-19.03,-0.766,82.2,120.5,776.8,AF
4/3/2018 20:00,3.416,48.63,3.198,0.258,0.194,-18.56,-18.99,-0.427,82.9,71.13,776.8,AF
4/3/2018 21:00,3.625,57.26,4.003,0.263,0.179,-18.96,-19.06,-0.1,83.4,27.85,776.7,AF
4/3/2018 22:00,3.22,55.07,2.444,0.319,0.122,-21.37,-20.12,1.252,82.3,5.66,776.9,AF
4/3/2018 23:00,3.246,55.95,3.441,0.222,0.163,-22.56,-20.87,1.693,82.3,0.151,777.1,AF
4/4/2018 0:00,3.239,56.19,4.597,0.084,0.164,-22.15,-20.82,1.329,82.2,-0.028,777,AF
4/4/2018 1:00,2.405,44.67,5.952,0.1,0.152,-21.99,-21.87,0.125,82.4,-0.004,777.1,AF
4/4/2018 2:00,3.445,50.57,5.141,0.263,0.219,-20.68,-20.7,-0.022,83.4,0.006,777.1,AF
4/4/2018 3:00,4.373,56.71,5.581,0.286,0.236,-19.49,-19.51,-0.019,84.1,0.007,776.9,AF
4/4/2018 4:00,4.104,52.29,3.696,0.421,0.171,-19.01,-19.04,-0.034,84.4,0.002,776.8,AF
4/4/2018 5:00,3.617,46.18,3.808,0.308,0.239,-18.73,-18.77,-0.042,84.6,0.004,776.5,AF
4/4/2018 6:00,4.468,39.62,3.344,0.302,0.207,-18.52,-18.57,-0.053,84.7,0.011,776.4,AF
4/4/2018 7:00,4.764,39.89,3.457,0.319,0.21,-18.48,-18.55,-0.069,84.7,0.874,776.3,AF
4/4/2018 8:00,4.425,45.5,3.529,0.373,0.259,-18.38,-18.48,-0.102,84.7,10.96,776.2,AF
4/4/2018 9:00,4.122,44.89,3.689,0.369,0.258,-17.98,-18.19,-0.213,84.7,39.97,776,AF
4/4/2018 10:00,4.295,45.28,3.459,0.381,0.264,-17.46,-17.88,-0.412,84.4,82.6,775.8,AF
4/4/2018 11:00,5.424,50.72,3.528,0.545,0.242,-16.98,-17.54,-0.556,84.4,128.7,775.6,AF
4/4/2018 12:00,6.252,51.5,3.462,0.673,0.244,-16.22,-16.95,-0.738,84.4,184.1,775.3,AF
4/4/2018 13:00,5.857,47.48,3.485,0.555,0.292,-15.57,-16.48,-0.91,83.9,263.9,775,AF
4/4/2018 14:00,6.567,48.65,5.336,0.519,0.353,-14.75,-15.78,-1.036,84.4,255.5,774.7,AF
4/4/2018 15:00,8.92,80.3,5.554,-0.228,0.356,-15.01,-15.72,-0.711,83.8,310,774.3,AF
4/4/2018 16:00,9,86.3,4.271,-0.178,0.428,-14.97,-15.09,-0.116,82.3,313.5,773.9,AF
4/4/2018 17:00,8.21,76.41,4.095,-0.089,0.294,-14.87,-14.88,-0.005,80.1,266.4,773.4,AF
4/4/2018 18:00,9.11,70.17,3.718,0.166,0.371,-14.89,-14.96,-0.068,83.3,203.4,772.9,AF
4/4/2018 19:00,9.66,59.94,4.606,1.021,0.348,-15.62,-15.74,-0.113,84.7,187.2,772.6,AF
4/4/2018 20:00,8.13,59.93,4.186,0.871,0.262,-17.12,-17.04,0.082,84.5,249.1,772.5,AF
4/4/2018 21:00,6.806,56.96,3.979,0.782,0.227,-18.46,-18.26,0.201,84.2,85.3,772.3,AF
4/4/2018 22:00,6.209,53.46,3.309,0.669,0.228,-19.28,-19.22,0.065,84.4,9.59,772,AF
4/4/2018 23:00,6.496,60.76,4.153,0.523,0.269,-19.7,-19.7,-0.007,83.9,0.2,771.8,AF
4/5/2018 0:00,6.745,58.37,4.127,0.683,0.245,-20.61,-20.39,0.226,83.1,-0.025,771.4,AF
4/5/2018 1:00,7.395,61.87,4.123,0.609,0.281,-20.96,-20.76,0.202,83.2,-0.002,771,AF
4/5/2018 2:00,7.182,61.59,4.399,0.604,0.301,-20.36,-20.42,-0.063,83.4,0.001,770.6,AF
4/5/2018 3:00,8.34,65.13,4.081,0.497,0.447,-19.8,-19.87,-0.067,83.8,0.003,770.1,AF
4/5/2018 4:00,7.399,63.88,4.66,0.472,0.414,-19.78,-19.82,-0.041,83.7,-0.002,769.6,AF
4/5/2018 5:00,7.83,51.88,3.562,0.896,0.309,-19.61,-19.68,-0.067,83.8,-0.002,768.8,AF
4/5/2018 6:00,7.593,50.82,3.135,0.808,0.326,-19.45,-19.52,-0.072,84,0.016,768.2,AF
4/5/2018 7:00,7.596,50.42,3.457,0.837,0.322,-19.25,-19.31,-0.055,84.1,1.531,767.7,AF
4/5/2018 8:00,6.894,49.8,3.409,0.746,0.321,-19.59,-19.6,-0.01,83.7,18.19,767.2,AF
4/5/2018 9:00,6.623,53.08,3.745,0.752,0.25,-19.96,-19.96,0.006,82.7,74.4,766.8,AF
4/5/2018 10:00,5.086,45.67,3.572,0.395,0.288,-20.29,-20.5,-0.215,80.8,175.2,766.4,AF
4/5/2018 11:00,6.736,52.95,3.538,0.752,0.306,-19.84,-20.16,-0.315,80.4,300.5,765.9,AF
4/5/2018 12:00,7.996,60.42,4.029,0.715,0.372,-19.28,-19.6,-0.321,79.33,546.4,765.5,AF
